gene	key	tmd_index	tmd_start_aa	tmd_end_aa	tmd_length_aa	protein_length	classification	label_WT_lost	uniprot_accession	alphafold_available	local_pdb
VTC2	VTC2__TMD3	3	767	787	21	828	No_eS7_event	0	P43585	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VTC2__P43585.pdb
ALG2	ALG2__TMD1	1	64	84	21	503	No_eS7_event	0	P43636	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG2__P43636.pdb
ALG2	ALG2__TMD2	2	112	132	21	503	No_eS7_event	0	P43636	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG2__P43636.pdb
ALG2	ALG2__TMD3	3	443	463	21	503	No_eS7_event	0	P43636	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ALG2__P43636.pdb
SFT1	SFT1__TMD1	1	75	94	20	97	No_eS7_event	0	P43682	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SFT1__P43682.pdb
OST2	OST2__TMD1	1	46	66	21	130	No_eS7_event	0	P46964	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/OST2__P46964.pdb
OST2	OST2__TMD2	2	72	92	21	130	No_eS7_event	0	P46964	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/OST2__P46964.pdb
OST2	OST2__TMD3	3	110	130	21	130	No_eS7_event	0	P46964	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/OST2__P46964.pdb
PMT4	PMT4__TMD1	1	54	74	21	762	No_eS7_event	0	P46971	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT4__P46971.pdb
PMT4	PMT4__TMD2	2	137	157	21	762	No_eS7_event	0	P46971	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT4__P46971.pdb
PMT4	PMT4__TMD3	3	167	187	21	762	No_eS7_event	0	P46971	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT4__P46971.pdb
PMT4	PMT4__TMD4	4	190	210	21	762	No_eS7_event	0	P46971	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT4__P46971.pdb
PMT4	PMT4__TMD5	5	218	238	21	762	No_eS7_event	0	P46971	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT4__P46971.pdb
PMT4	PMT4__TMD6	6	243	263	21	762	No_eS7_event	0	P46971	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT4__P46971.pdb
PMT4	PMT4__TMD7	7	284	304	21	762	No_eS7_event	0	P46971	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT4__P46971.pdb
PMT4	PMT4__TMD8	8	594	614	21	762	No_eS7_event	0	P46971	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT4__P46971.pdb
PMT4	PMT4__TMD9	9	636	656	21	762	No_eS7_event	0	P46971	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT4__P46971.pdb
PMT4	PMT4__TMD10	10	717	737	21	762	No_eS7_event	0	P46971	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT4__P46971.pdb
IMP2	IMP2__TMD1	1	134	152	19	177	No_eS7_event	0	P46972	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/IMP2__P46972.pdb
MNN11	MNN11__TMD1	1	32	52	21	422	No_eS7_event	0	P46985	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/MNN11__P46985.pdb
ATG27	ATG27__TMD1	1	200	220	21	271	No_eS7_event	0	P46989	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ATG27__P46989.pdb
LCB3	LCB3__TMD1	1	87	107	21	409	No_eS7_event	0	P47013	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/LCB3__P47013.pdb
LCB3	LCB3__TMD2	2	113	133	21	409	No_eS7_event	0	P47013	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/LCB3__P47013.pdb
LCB3	LCB3__TMD3	3	183	203	21	409	No_eS7_event	0	P47013	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/LCB3__P47013.pdb
LCB3	LCB3__TMD4	4	208	228	21	409	4KR-specific	0	P47013	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/LCB3__P47013.pdb
LCB3	LCB3__TMD5	5	246	266	21	409	No_eS7_event	0	P47013	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/LCB3__P47013.pdb
LCB3	LCB3__TMD6	6	277	297	21	409	No_eS7_event	0	P47013	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/LCB3__P47013.pdb
LCB3	LCB3__TMD7	7	316	336	21	409	No_eS7_event	0	P47013	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/LCB3__P47013.pdb
LCB3	LCB3__TMD8	8	385	405	21	409	No_eS7_event	0	P47013	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/LCB3__P47013.pdb
GWT1	GWT1__TMD1	1	20	40	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD2	2	55	75	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD3	3	77	97	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD4	4	129	149	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD5	5	158	178	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD6	6	200	220	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD7	7	232	252	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD8	8	258	278	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD9	9	302	322	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD10	10	357	377	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD11	11	391	411	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD12	12	436	456	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
GWT1	GWT1__TMD13	13	461	481	21	490	No_eS7_event	0	P47026	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GWT1__P47026.pdb
MPS3	MPS3__TMD1	1	155	175	21	682	No_eS7_event	0	P47069	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/MPS3__P47069.pdb
VTC4	VTC4__TMD1	1	631	651	21	721	No_eS7_event	0	P47075	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VTC4__P47075.pdb
VTC4	VTC4__TMD2	2	652	672	21	721	No_eS7_event	0	P47075	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VTC4__P47075.pdb
VTC4	VTC4__TMD3	3	700	720	21	721	No_eS7_event	0	P47075	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/VTC4__P47075.pdb
AVT1	AVT1__TMD1	1	209	231	23	602	No_eS7_event	0	P47082	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT1__P47082.pdb
AVT1	AVT1__TMD2	2	241	261	21	602	No_eS7_event	0	P47082	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT1__P47082.pdb
AVT1	AVT1__TMD3	3	287	307	21	602	No_eS7_event	0	P47082	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT1__P47082.pdb
AVT1	AVT1__TMD4	4	322	342	21	602	No_eS7_event	0	P47082	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT1__P47082.pdb
AVT1	AVT1__TMD5	5	345	365	21	602	No_eS7_event	0	P47082	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT1__P47082.pdb
AVT1	AVT1__TMD6	6	390	410	21	602	No_eS7_event	0	P47082	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT1__P47082.pdb
AVT1	AVT1__TMD7	7	430	450	21	602	No_eS7_event	0	P47082	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT1__P47082.pdb
AVT1	AVT1__TMD8	8	467	487	21	602	No_eS7_event	0	P47082	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT1__P47082.pdb
AVT1	AVT1__TMD9	9	518	538	21	602	No_eS7_event	0	P47082	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT1__P47082.pdb
AVT1	AVT1__TMD10	10	544	564	21	602	No_eS7_event	0	P47082	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT1__P47082.pdb
AVT1	AVT1__TMD11	11	581	601	21	602	No_eS7_event	0	P47082	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AVT1__P47082.pdb
KCH1	KCH1__TMD1	1	30	50	21	497	No_eS7_event	0	P47114	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/KCH1__P47114.pdb
KCH1	KCH1__TMD2	2	81	101	21	497	No_eS7_event	0	P47114	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/KCH1__P47114.pdb
KCH1	KCH1__TMD3	3	217	237	21	497	No_eS7_event	0	P47114	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/KCH1__P47114.pdb
HOC1	HOC1__TMD1	1	14	34	21	396	WT-lost	1	P47124	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/HOC1__P47124.pdb
STE24	STE24__TMD1	1	13	33	21	453	No_eS7_event	0	P47154	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/STE24__P47154.pdb
STE24	STE24__TMD2	2	90	110	21	453	No_eS7_event	0	P47154	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/STE24__P47154.pdb
STE24	STE24__TMD3	3	122	142	21	453	No_eS7_event	0	P47154	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/STE24__P47154.pdb
STE24	STE24__TMD4	4	168	188	21	453	No_eS7_event	0	P47154	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/STE24__P47154.pdb
STE24	STE24__TMD5	5	198	218	21	453	No_eS7_event	0	P47154	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/STE24__P47154.pdb
STE24	STE24__TMD6	6	307	327	21	453	No_eS7_event	0	P47154	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/STE24__P47154.pdb
STE24	STE24__TMD7	7	358	378	21	453	No_eS7_event	0	P47154	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/STE24__P47154.pdb
PMT3	PMT3__TMD1	1	51	71	21	753	No_eS7_event	0	P47190	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT3__P47190.pdb
PMT3	PMT3__TMD2	2	149	169	21	753	No_eS7_event	0	P47190	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT3__P47190.pdb
PMT3	PMT3__TMD3	3	175	195	21	753	No_eS7_event	0	P47190	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT3__P47190.pdb
PMT3	PMT3__TMD4	4	236	256	21	753	No_eS7_event	0	P47190	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT3__P47190.pdb
PMT3	PMT3__TMD5	5	283	303	21	753	No_eS7_event	0	P47190	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT3__P47190.pdb
PMT3	PMT3__TMD6	6	603	623	21	753	No_eS7_event	0	P47190	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT3__P47190.pdb
PMT3	PMT3__TMD7	7	640	660	21	753	No_eS7_event	0	P47190	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT3__P47190.pdb
PMT3	PMT3__TMD8	8	666	686	21	753	No_eS7_event	0	P47190	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT3__P47190.pdb
PMT3	PMT3__TMD9	9	704	724	21	753	No_eS7_event	0	P47190	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PMT3__P47190.pdb
CCC1	CCC1__TMD1	1	100	120	21	322	No_eS7_event	0	P47818	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCC1__P47818.pdb
CCC1	CCC1__TMD2	2	130	150	21	322	No_eS7_event	0	P47818	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCC1__P47818.pdb
CCC1	CCC1__TMD3	3	237	257	21	322	No_eS7_event	0	P47818	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCC1__P47818.pdb
CCC1	CCC1__TMD4	4	260	280	21	322	No_eS7_event	0	P47818	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCC1__P47818.pdb
CCC1	CCC1__TMD5	5	301	321	21	322	No_eS7_event	0	P47818	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCC1__P47818.pdb
ATH1	ATH1__TMD1	1	47	67	21	1211	No_eS7_event	0	P48016	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/ATH1__P48016.pdb
TCB2	TCB2__TMD1	1	99	119	21	1178	No_eS7_event	0	P48231	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TCB2__P48231.pdb
TCB2	TCB2__TMD2	2	121	141	21	1178	No_eS7_event	0	P48231	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TCB2__P48231.pdb
GPC1	GPC1__TMD1	1	111	131	21	432	No_eS7_event	0	P48236	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GPC1__P48236.pdb
GPC1	GPC1__TMD2	2	133	153	21	432	No_eS7_event	0	P48236	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GPC1__P48236.pdb
GPC1	GPC1__TMD3	3	163	183	21	432	No_eS7_event	0	P48236	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GPC1__P48236.pdb
GPC1	GPC1__TMD4	4	188	208	21	432	No_eS7_event	0	P48236	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GPC1__P48236.pdb
GPC1	GPC1__TMD5	5	222	242	21	432	No_eS7_event	0	P48236	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GPC1__P48236.pdb
GPC1	GPC1__TMD6	6	264	284	21	432	No_eS7_event	0	P48236	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GPC1__P48236.pdb
GPC1	GPC1__TMD7	7	319	339	21	432	No_eS7_event	0	P48236	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GPC1__P48236.pdb
GPC1	GPC1__TMD8	8	347	369	23	432	No_eS7_event	0	P48236	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GPC1__P48236.pdb
OST3	OST3__TMD1	1	183	203	21	350	No_eS7_event	0	P48439	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/OST3__P48439.pdb
OST3	OST3__TMD2	2	218	238	21	350	No_eS7_event	0	P48439	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/OST3__P48439.pdb
OST3	OST3__TMD3	3	274	294	21	350	No_eS7_event	0	P48439	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/OST3__P48439.pdb
OST3	OST3__TMD4	4	307	327	21	350	No_eS7_event	0	P48439	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/OST3__P48439.pdb
BXI1	BXI1__TMD1	1	54	74	21	297	No_eS7_event	0	P48558	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/BXI1__P48558.pdb
BXI1	BXI1__TMD2	2	86	106	21	297	No_eS7_event	0	P48558	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/BXI1__P48558.pdb
BXI1	BXI1__TMD3	3	147	167	21	297	No_eS7_event	0	P48558	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/BXI1__P48558.pdb
BXI1	BXI1__TMD4	4	172	192	21	297	No_eS7_event	0	P48558	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/BXI1__P48558.pdb
BXI1	BXI1__TMD5	5	209	229	21	297	No_eS7_event	0	P48558	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/BXI1__P48558.pdb
BXI1	BXI1__TMD6	6	240	260	21	297	No_eS7_event	0	P48558	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/BXI1__P48558.pdb
BXI1	BXI1__TMD7	7	271	291	21	297	No_eS7_event	0	P48558	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/BXI1__P48558.pdb
GNP1	GNP1__TMD1	1	155	175	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GNP1	GNP1__TMD2	2	178	198	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GNP1	GNP1__TMD3	3	220	240	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GNP1	GNP1__TMD4	4	265	285	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GNP1	GNP1__TMD5	5	290	310	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GNP1	GNP1__TMD6	6	343	363	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GNP1	GNP1__TMD7	7	382	402	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GNP1	GNP1__TMD8	8	433	453	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GNP1	GNP1__TMD9	9	482	502	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GNP1	GNP1__TMD10	10	507	527	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GNP1	GNP1__TMD11	11	561	581	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GNP1	GNP1__TMD12	12	591	611	21	663	No_eS7_event	0	P48813	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GNP1__P48813.pdb
GPI8	GPI8__TMD1	1	377	397	21	411	No_eS7_event	0	P49018	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/GPI8__P49018.pdb
TOM22	TOM22__TMD1	1	98	119	22	152	No_eS7_event	0	P49334	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TOM22__P49334.pdb
CTR1	CTR1__TMD1	1	153	173	21	406	No_eS7_event	0	P49573	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CTR1__P49573.pdb
CTR1	CTR1__TMD2	2	251	271	21	406	No_eS7_event	0	P49573	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CTR1__P49573.pdb
DIE2	DIE2__TMD1	1	36	56	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD2	2	95	115	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD3	3	128	148	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD4	4	151	171	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD5	5	188	208	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD6	6	214	234	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD7	7	257	277	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD8	8	295	315	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD9	9	334	354	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD10	10	376	396	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD11	11	424	444	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD12	12	448	468	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
DIE2	DIE2__TMD13	13	493	513	21	525	No_eS7_event	0	P50076	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/DIE2__P50076.pdb
CCH1	CCH1__TMD1	1	346	366	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD2	2	384	404	21	2039	WT-lost	1	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD3	3	563	583	21	2039	WT-lost	1	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD4	4	658	678	21	2039	WT-lost	1	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD5	5	691	711	21	2039	Shared	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD6	6	766	786	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD7	7	809	829	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD8	8	841	861	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD9	9	904	924	21	2039	WT-lost	1	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD10	10	942	962	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD11	11	978	998	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD12	12	1207	1227	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD13	13	1247	1267	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD14	14	1277	1297	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD15	15	1340	1360	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD16	16	1408	1428	21	2039	WT-lost	1	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD17	17	1452	1472	21	2039	WT-lost	1	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD18	18	1529	1549	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD19	19	1554	1574	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD20	20	1596	1616	21	2039	WT-lost	1	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD21	21	1618	1638	21	2039	WT-lost	1	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD22	22	1654	1674	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
CCH1	CCH1__TMD23	23	1748	1768	21	2039	No_eS7_event	0	P50077	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CCH1__P50077.pdb
TOS2	TOS2__TMD1	1	42	62	21	622	No_eS7_event	0	P50078	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/TOS2__P50078.pdb
PHB2	PHB2__TMD1	1	38	58	21	310	No_eS7_event	0	P50085	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/PHB2__P50085.pdb
MNN10	MNN10__TMD1	1	53	73	21	393	No_eS7_event	0	P50108	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/MNN10__P50108.pdb
SAM37	SAM37__TMD1	1	17	33	17	327	No_eS7_event	0	P50110	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SAM37__P50110.pdb
SAM37	SAM37__TMD2	2	247	265	19	327	No_eS7_event	0	P50110	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SAM37__P50110.pdb
SBH1	SBH1__TMD1	1	54	74	21	82	No_eS7_event	0	P52870	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SBH1__P52870.pdb
SBH2	SBH2__TMD1	1	62	82	21	88	No_eS7_event	0	P52871	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/SBH2__P52871.pdb
AIF1	AIF1__TMD1	1	7	25	19	378	No_eS7_event	0	P52923	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/AIF1__P52923.pdb
CWH41	CWH41__TMD1	1	11	28	18	833	No_eS7_event	0	P53008	1	ProteinLM_JCIM/10_AlphaFold/01_pdb_v6/CWH41__P53008.pdb
