gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name
ERI1	68	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12832483}; Multi-pass membrane protein {ECO:0000269|PubMed:12832483}.	Phosphatidylinositol N-acetylglucosaminyltransferase ERI1 subunit (GPI-GlcNAc transferase complex subunit ERI1) (GPI-GnT subunit ERI1) (Endoplasmic reticulum-associated Ras inhibitor protein 1)	ERI1_YEAST
ERJ5	295	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17157937}; Single-pass type I membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17157937}.	ER-localized J domain-containing protein 5	ERJ5_YEAST
ERP1	219	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10713261}; Single-pass type I membrane protein {ECO:0000269|PubMed:10713261}.	Protein ERP1	ERP1_YEAST
ERP2	215	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	Protein ERP2	ERP2_YEAST
ERP3	225	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	Protein ERP3	ERP3_YEAST
ERP4	207	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	Protein ERP4	ERP4_YEAST
ERP5	212	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	Protein ERP5	ERP5_YEAST
ERP6	216	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	Protein ERP6	ERP6_YEAST
ERS1	260	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	22.142857142857142	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:15885099}; Multi-pass membrane protein {ECO:0000269|PubMed:15885099}. Vacuole membrane {ECO:0000269|PubMed:15885099}; Multi-pass membrane protein {ECO:0000269|PubMed:15885099}.	Cystine transporter (ERD suppressor) (Transmembrane protein ERS1)	ERS1_YEAST
ERV14	138	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein. Golgi apparatus membrane; Multi-pass membrane protein. Note=Resides in the endoplasmic and Golgi compartments, and then packaged into endoplasmic reticulum derived vesicles.	ER-derived vesicles protein ERV14	ERV14_YEAST
ERV15	142	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	ER-derived vesicles protein ERV15	ERV15_YEAST
ERV2	196	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11313344, ECO:0000269|PubMed:11584268}; Single-pass type III membrane protein {ECO:0000269|PubMed:11313344, ECO:0000269|PubMed:11584268}; Lumenal side {ECO:0000269|PubMed:11313344, ECO:0000269|PubMed:11584268}.	FAD-linked sulfhydryl oxidase ERV2 (EC 1.8.3.2)	ERV2_YEAST
ERV25	211	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus membrane; Single-pass type I membrane protein. Note=Recycles between endoplasmic reticulum and Golgi.	Endoplasmic reticulum vesicle protein 25	TMEDA_YEAST
ERV29	310	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11157978}; Multi-pass membrane protein {ECO:0000269|PubMed:11157978}.	ER-derived vesicles protein ERV29	ERV29_YEAST
ERV41	352	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11758914, ECO:0000269|PubMed:12426381}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:10713261, ECO:0000269|PubMed:11758914, ECO:0000269|PubMed:12426381, ECO:0000269|PubMed:16107716}; Multi-pass membrane protein. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000269|PubMed:11157978, ECO:0000269|PubMed:12426381}; Multi-pass membrane protein {ECO:0000255}. Note=Recycles between endoplasmic reticulum and Golgi. Resides in the endoplasmic and Golgi compartments, and then packaged into endoplasmic reticulum derived vesicles. {ECO:0000269|PubMed:12426381}.	ER-derived vesicles protein ERV41	ERV41_YEAST
ERV46	415	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11157978, ECO:0000269|PubMed:11758914, ECO:0000269|PubMed:12426381}; Multi-pass membrane protein {ECO:0000269|PubMed:12426381}. Golgi apparatus membrane {ECO:0000269|PubMed:11157978, ECO:0000269|PubMed:11758914, ECO:0000269|PubMed:12426381}; Multi-pass membrane protein {ECO:0000269|PubMed:12426381}. Cytoplasmic vesicle, COPII-coated vesicle {ECO:0000269|PubMed:11157978, ECO:0000269|PubMed:12426381}. Note=Recycles between endoplasmic reticulum and Golgi. Resides in the endoplasmic and Golgi compartments, and then packaged into endoplasmic reticulum derived vesicles. {ECO:0000269|PubMed:11758914}.	ER-derived vesicles protein ERV46	ERV46_YEAST
ESBP6	673	10	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	21.0	0.55	0.1	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Uncharacterized transporter ESBP6	ESBP6_YEAST
FAR10	478	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.	Factor arrest protein 10	FAR10_YEAST
FAT1	669	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:10515935, ECO:0000269|PubMed:21820081, ECO:0000269|PubMed:24868093}. Cell membrane {ECO:0000269|PubMed:17679730}; Multi-pass membrane protein {ECO:0000255}. Peroxisome membrane {ECO:0000269|PubMed:22493507}; Multi-pass membrane protein {ECO:0000255}. Peroxisome {ECO:0000269|PubMed:11330068}.	Very long-chain fatty acid transport protein (EC 6.2.1.-) (Very-long-chain acyl-CoA synthetase) (VLCS)	FAT1_YEAST
FCY2	533	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.125	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Purine-cytosine permease FCY2 (PCP FCY2) (Cytosine/purine transport protein FCY2) (Fluorocytosine resistance protein 2)	FCY2_YEAST
FCY21	528	12	1	1	2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Purine-cytosine permease FCY21 (PCP FCY21) (Cytosine/purine transport protein FCY21) (Fluorocytosine resistance protein 21)	FCY21_YEAST
FCY22	530	12	2	1	4	1	0	0	2	1	0	1	0	0	0	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Purine-cytosine permease FCY22 (PCP FCY22) (Cytosine/purine transport protein FCY22) (Fluorocytosine resistance protein 22)	FCY22_YEAST
FEN2	512	12	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10373490}; Multi-pass membrane protein {ECO:0000269|PubMed:10373490}.	Pantothenate transporter FEN2 (Fenpropimorph resistance protein 2)	FEN2_YEAST
FET3	636	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	25.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16522632, ECO:0000269|PubMed:7836366, ECO:0000269|PubMed:9162052}; Single-pass type I membrane protein; Extracellular side {ECO:0000269|PubMed:16522632, ECO:0000269|PubMed:7836366}.	Iron transport multicopper oxidase FET3 (EC 1.16.3.1) (Cuproxidase FET3) (EC 1.16.3.4)	FET3_YEAST
FET4	552	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Low-affinity Fe(2+) transport protein (Low-affinity Fe(II) transport protein)	FET4_YEAST
FET5	622	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Iron transport multicopper oxidase FET5 (EC 1.-.-.-)	FET5_YEAST
FEX1	375	9	1	1	2	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26055717}; Multi-pass membrane protein {ECO:0000269|PubMed:26055717}.	Fluoride export protein 1	FEX1_YEAST
FEX2	375	9	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26055717}; Multi-pass membrane protein {ECO:0000255}.	Fluoride export protein 2	FEX2_YEAST
FHN1	174	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Associates with the ergosterol-rich membrane compartment of CAN1 (MCC). Accumulates in membrane domains at eisosomes. {ECO:0000250}.	Non-classical export protein 2 homolog 1 (Functional homolog of NCE102)	FHN1_YEAST
FIG1	298	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Factor-induced gene 1 protein	FIG1_YEAST
FIS1	155	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:11038183, ECO:0000269|PubMed:12514182, ECO:0000269|PubMed:14576278}; Single-pass membrane protein {ECO:0000269|PubMed:11038183, ECO:0000269|PubMed:12514182, ECO:0000269|PubMed:14576278}.	Mitochondrial fission 1 protein (Mitochondrial division protein 2)	FIS1_YEAST
FKS1	1876	14	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	21.142857142857142	0.5357142857142857	0.0714285714285714	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11856368, ECO:0000269|PubMed:12185837, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:8602515}. Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Note=Localizes to the sites of polarized growth. Colocalizes with cortical actin patches and moves on the cell surface at the sites of cell wall remodeling. Actin patch motility is required for the movement. Early at the cell cycle, localizes at the presumed bud site of the mother cell and at the tip of the small bud. As the bud enlarges, appears as discernible spots in the medium-sized bud and these spots colocalize with actin patches. Late in the cell cycle, disappears in large budded cells, while the actin patches disperse over the cell. During cytokinesis, is concentrated in the neck, overlapping with the location of cortical actin patches.	1,3-beta-glucan synthase component FKS1 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (Calcineurin dependent protein 1) (Calcofluor white hypersensitivity protein 53) (Echinocandin target gene protein 1) (FK506 sensitivity protein 1) (Glucan synthase of cerevisiae protein 1) (Papulacandin B resistance protein 1)	FKS1_YEAST
FKS3	1785	19	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	21.0	0.5263157894736842	0.0526315789473684	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14576278}. Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	1,3-beta-glucan synthase component FKS3 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (FK506 sensitivity protein 3)	FKS3_YEAST
FLC1	793	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	21.181818181818183	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16717099}; Multi-pass membrane protein {ECO:0000269|PubMed:16717099}.	Flavin carrier protein 1 (Bypass of PAM1 protein 1) (FAD transporter 1) (Heme utilization factor 1) (TRP-like ion channel protein FLC1)	FLC1_YEAST
FLC2	783	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16717099}; Multi-pass membrane protein {ECO:0000269|PubMed:16717099}.	Flavin carrier protein 2 (FAD transporter 2) (TRP-like ion channel FLC2)	FLC2_YEAST
FLC3	802	11	2	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	21.181818181818183	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16717099}; Multi-pass membrane protein {ECO:0000269|PubMed:16717099}.	Putative flavin carrier protein 3 (FAD transporter 3) (TRP-like ion channel FLC3)	FLC3_YEAST
FLR1	548	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Fluconazole resistance protein 1	FLR1_YEAST
FLX1	311	6	2	1	3	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Mitochondrial FAD carrier protein FLX1	FLX1_YEAST
FMP10	244	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized mitochondrial membrane protein FMP10	FMP10_YEAST
FMP25	583	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Protein FMP25, mitochondrial (Found in mitochondrial proteome protein 25)	FMP25_YEAST
FMP30	468	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, mitochondrial (NAPE-PLD) (NAPE-hydrolyzing phospholipase D) (EC 3.1.4.54) (Found in mitochondrial proteome protein 30)	FMP30_YEAST
FMP32	207	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:12514182, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Protein FMP32, mitochondrial (Found in mitochondrial proteome protein 32)	FMP32_YEAST
FMP33	180	3	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.	Mitochondrial membrane protein FMP33	FMP33_YEAST
FMP42	504	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Protein FMP42	FMP42_YEAST
FMP45	309	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11784867, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17078969}; Multi-pass membrane protein {ECO:0000269|PubMed:11784867, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17078969}. Note=Concentrates within cortical patches at the membrane.	SUR7 family protein FMP45	FMP45_YEAST
FPS1	669	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Glycerol uptake/efflux facilitator protein	FPS1_YEAST
FRE1	686	7	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	20.428571428571427	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1431884, ECO:0000269|PubMed:15288128, ECO:0000269|PubMed:17507646, ECO:0000269|PubMed:8662826}; Multi-pass membrane protein {ECO:0000255}.	Ferric/cupric reductase transmembrane component 1 (EC 1.16.1.9) (Ferric-chelate reductase 1)	FRE1_YEAST
FRE2	711	7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.571428571428573	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:8164662}; Multi-pass membrane protein {ECO:0000269|PubMed:8164662}.	Ferric/cupric reductase transmembrane component 2 (EC 1.16.1.9) (Ferric-chelate reductase 2)	FRE2_YEAST
FRE3	711	7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	20.857142857142858	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11120744}; Multi-pass membrane protein {ECO:0000269|PubMed:11120744}.	Ferric reductase transmembrane component 3 (EC 1.16.1.9) (Ferric-chelate reductase 3)	FRE3_YEAST
FRE4	719	7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Ferric reductase transmembrane component 4 (EC 1.16.1.9) (Ferric-chelate reductase 4)	FRE4_YEAST
FRE5	694	7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.285714285714285	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	Ferric reductase transmembrane component 5 (EC 1.16.1.9) (Ferric-chelate reductase 5)	FRE5_YEAST
FRE6	712	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17553781, ECO:0000269|PubMed:17681937}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17553781, ECO:0000269|PubMed:17681937}.	Ferric reductase transmembrane component 6 (EC 1.16.1.9) (Ferric-chelate reductase 6)	FRE6_YEAST
FRE7	620	7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17553781}; Multi-pass membrane protein {ECO:0000269|PubMed:17553781}.	Ferric/cupric reductase transmembrane component 7 (EC 1.16.1.9) (Ferric-chelate reductase 7)	FRE7_YEAST
FRE8	686	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Probable ferric reductase transmembrane component 8 (EC 1.16.1.7) (Ferric-chelate reductase 8)	FRE8_YEAST
FRT1	602	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12514182, ECO:0000269|PubMed:15189990}; Single-pass membrane protein {ECO:0000269|PubMed:12514182, ECO:0000269|PubMed:15189990}. Note=Punctate foci at the endoplasmic reticulum membrane. The distribution of FRT1 on the endoplasmic reticulum membrane depends on CaCl2 and calcineurin activity.	Protein HPH1 (Functionally related to TCP1 protein 1) (High pH protein 1)	HPH1_YEAST
FRT2	528	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15189990}; Single-pass membrane protein {ECO:0000269|PubMed:15189990}. Note=Punctate foci at the endoplasmic reticulum membrane.	Protein HPH2 (Functionally related to TCP1 protein 2) (High pH protein 2)	HPH2_YEAST
FSF1	327	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:16823961, ECO:0000269|PubMed:30442778}; Multi-pass membrane protein {ECO:0000255}.	Sideroflexin FSF1 (Fungal sideroflexin-1)	FSF1_YEAST
FTH1	465	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:10608875, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:10608875, ECO:0000269|PubMed:14562095}.	Iron transporter FTH1	FTH1_YEAST
FTR1	404	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Plasma membrane iron permease	FTR1_YEAST
FUI1	639	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.55	0.1	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Uridine permease	FUI1_YEAST
FUN14	198	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Protein FUN14	FUN14_YEAST
FUN26	517	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Nucleoside transporter FUN26	FUN26_YEAST
FUR4	633	12	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Uracil permease	FUR4_YEAST
FUS1	512	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Nuclear fusion protein FUS1	FUS1_YEAST
FYV12	129	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	20.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Protein FYV12 (Function required for yeast viability protein 12)	FYV12_YEAST
FYV5	152	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Secreted, cell wall.	Protein FYV5 (Function required for yeast viability protein 5)	FYV5_YEAST
FZO1	855	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:11266460, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:27044889, ECO:0000269|PubMed:27253069, ECO:0000269|PubMed:9685359, ECO:0000269|PubMed:9786948}; Multi-pass membrane protein {ECO:0000269|PubMed:11266460, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9685359, ECO:0000269|PubMed:9786948}. Note=Detected at the periphery of mitochondrial contact sites that form before mitochondrial fusion. {ECO:0000269|PubMed:27253069}.	Mitofusin FZO1 (EC 3.6.5.-) (Transmembrane GTPase FZO1)	FZO1_YEAST
GAA1	614	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	GPI transamidase component GAA1	GAA1_YEAST
GAB1	394	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	GPI transamidase component GAB1 (Cell division control protein 91)	CDC91_YEAST
