gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name	tmd_length_median	tmd_length_std	tmd_length_min	tmd_length_max	relative_position_std	first_tmd_position	last_tmd_position	tmd_density	tmd_aa_fraction	mean_tmd_gap	max_tmd_gap	protein_hydrophobicity_mean	protein_aromatic_fraction	protein_positive_fraction	protein_negative_fraction	protein_KR_fraction	protein_DE_fraction	protein_charge_balance_pos_minus_neg	tmd_hydrophobicity_mean	tmd_hydrophobicity_std	tmd_hydrophobicity_min	tmd_hydrophobicity_max	tmd_aromatic_fraction_mean	tmd_aromatic_fraction_std	tmd_positive_fraction_mean	tmd_positive_fraction_std	tmd_negative_fraction_mean	tmd_negative_fraction_std	tmd_charge_balance_mean	tmd_charge_balance_std
COS5	383	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Protein COS5	COS5_YEAST	21.0	0.0	21.0	21.0	0.2795084971874737	0.25	1.0	0.010443864229765013	0.2193211488250653	49.666666666666664	139.0	-0.024281984334203723	0.1618798955613577	0.13577023498694518	0.10704960835509138	0.1227154046997389	0.10704960835509138	0.028720626631853804	1.9523809523809523	0.664153425981249	1.1952380952380952	2.942857142857143	0.21428571428571427	0.0789672569132238	0.023809523809523808	0.023809523809523808	0.0	0.0	0.023809523809523808	0.023809523809523808
COS6	381	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Protein COS6	COS6_YEAST	21.0	0.0	21.0	21.0	0.25	0.5	1.0	0.005249343832020997	0.11023622047244094	6.0	6.0	-0.13700787401574804	0.1679790026246719	0.14960629921259844	0.11286089238845144	0.13910761154855644	0.11286089238845144	0.036745406824146995	1.7738095238095237	0.6023809523809524	1.1714285714285715	2.376190476190476	0.23809523809523808	0.047619047619047616	0.047619047619047616	0.047619047619047616	0.0	0.0	0.047619047619047616	0.047619047619047616
COS7	383	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Protein COS7	COS7_YEAST	21.0	0.0	21.0	21.0	0.2795084971874737	0.25	1.0	0.010443864229765013	0.2193211488250653	49.666666666666664	139.0	-0.019060052219321198	0.15926892950391644	0.1409921671018277	0.10704960835509138	0.1279373368146214	0.10704960835509138	0.03394255874673631	1.9178571428571427	0.7049499025316374	1.0571428571428574	2.942857142857143	0.21428571428571427	0.0789672569132238	0.03571428571428571	0.0394836284566119	0.0	0.0	0.03571428571428571	0.0394836284566119
COS8	381	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Protein COS8	COS8_YEAST	21.0	0.0	21.0	21.0	0.2721655269759087	0.3333333333333333	1.0	0.007874015748031496	0.16535433070866143	76.5	144.0	-0.15748031496062997	0.17585301837270342	0.14173228346456693	0.12335958005249344	0.13385826771653545	0.12335958005249344	0.01837270341207349	1.746031746031746	0.7962528772286069	1.0571428571428574	2.861904761904762	0.2222222222222222	0.05939138709164986	0.031746031746031744	0.04489566864676491	0.015873015873015872	0.02244783432338246	0.015873015873015872	0.05939138709164986
COS9	407	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Protein COS9	COS9_YEAST	21.0	0.0	21.0	21.0	0.2721655269759087	0.3333333333333333	1.0	0.007371007371007371	0.1547911547911548	72.0	142.0	-0.13636363636363635	0.171990171990172	0.14496314496314497	0.10319410319410319	0.12285012285012285	0.10319410319410319	0.04176904176904178	1.8253968253968254	0.2632816141792423	1.4571428571428573	2.057142857142857	0.20634920634920637	0.08979133729352984	0.031746031746031744	0.02244783432338246	0.0	0.0	0.031746031746031744	0.02244783432338246
COT1	439	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:35175277, ECO:0000269|PubMed:9712830}; Multi-pass membrane protein {ECO:0000255}. Note=Targeted to vacuole membrane via the AP-3 pathway. {ECO:0000269|PubMed:35175277}.	Vacuolar zinc transporter COT1 (Cobalt toxicity protein 1)	COT1_YEAST	21.0	0.0	21.0	21.0	0.28463752127665554	0.1666666666666666	1.0	0.01366742596810934	0.2870159453302961	32.0	110.0	0.05580865603644646	0.07517084282460136	0.12072892938496584	0.10022779043280182	0.06378132118451026	0.10022779043280182	0.020501138952164016	1.7698412698412698	0.33876154627639754	1.4190476190476191	2.4952380952380957	0.1111111111111111	0.0526448379421492	0.023809523809523808	0.023809523809523808	0.05555555555555555	0.03272306052077508	-0.031746031746031744	0.04489566864676492
COX1	534	12	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	27.833333333333332	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Multi-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	COX1_YEAST	27.5	4.199867722784718	21.0	35.0	0.28767104412788863	0.0833333333333333	1.0	0.02247191011235955	0.6254681647940075	11.454545454545455	24.0	0.7417602996254682	0.14606741573033707	0.06554307116104868	0.04119850187265917	0.035580524344569285	0.04119850187265917	0.02434456928838951	1.348002090004879	0.3709226528283987	0.6433333333333332	1.9205882352941175	0.1753214524767351	0.07578580541955379	0.04278450582266505	0.030996361795876226	0.02631832607048124	0.019552127764936488	0.01646617975218381	0.02698850457990909
COX10	462	7	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16823961}. Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase) (HOS)	COX10_YEAST	21.0	0.0	21.0	21.0	0.28571428571428575	0.1428571428571428	1.0	0.015151515151515152	0.3181818181818182	23.5	55.0	-0.07359307359307361	0.11688311688311688	0.13636363636363635	0.049783549783549784	0.11038961038961038	0.049783549783549784	0.08658008658008656	1.0857142857142856	0.47165184021036716	0.3333333333333333	1.7190476190476187	0.18367346938775508	0.12320251888622334	0.047619047619047616	0.06734350297014738	0.013605442176870748	0.021512092926315503	0.03401360544217687	0.07513851032100177
COX11	300	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15776235, ECO:0000269|PubMed:15840584, ECO:0000269|PubMed:2167832, ECO:0000269|PubMed:25926683, ECO:0000269|PubMed:35750769, ECO:0000305|PubMed:2167832}; Single-pass membrane protein {ECO:0000305|PubMed:15776235}; Intermembrane side {ECO:0000269|PubMed:15840584, ECO:0000269|PubMed:22984289}.	Cytochrome c oxidase assembly protein COX11, mitochondrial	COX11_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.0033333333333333335	0.07	0.0	0.0	-0.211	0.11	0.15333333333333332	0.12333333333333334	0.14	0.12333333333333334	0.029999999999999985	1.8761904761904762	0.0	1.8761904761904762	1.8761904761904762	0.23809523809523808	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX13	129	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	28.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 13, mitochondrial (Cytochrome c oxidase polypeptide VIa)	COX13_YEAST	28.0	0.0	28.0	28.0	0.0	1.0	1.0	0.007751937984496124	0.21705426356589147	0.0	0.0	-0.6209302325581396	0.12403100775193798	0.1937984496124031	0.13178294573643412	0.13953488372093023	0.13178294573643412	0.06201550387596899	0.6285714285714284	0.0	0.6285714285714284	0.6285714285714284	0.10714285714285714	0.0	0.07142857142857142	0.0	0.03571428571428571	0.0	0.03571428571428571	0.0
COX14	70	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	22.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane; Single-pass membrane protein.	Cytochrome c oxidase assembly protein COX14	COX14_YEAST	22.0	0.0	22.0	22.0	0.0	1.0	1.0	0.014285714285714285	0.3142857142857143	0.0	0.0	-0.5900000000000002	0.1	0.1	0.08571428571428572	0.08571428571428572	0.08571428571428572	0.01428571428571429	1.1727272727272728	0.0	1.1727272727272728	1.1727272727272728	0.13636363636363635	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX15	486	8	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.25	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11248251, ECO:0000269|PubMed:9228094}; Multi-pass membrane protein {ECO:0000255}.	Heme A synthase COX15 (HAS) (EC 1.17.99.9) (Cytochrome c oxidase assembly protein COX15)	COX15_YEAST	21.0	0.6614378277661477	21.0	23.0	0.28641098093474	0.125	1.0	0.01646090534979424	0.3497942386831276	27.142857142857142	64.0	0.07572016460905348	0.09876543209876543	0.14814814814814814	0.06378600823045268	0.12757201646090535	0.06378600823045268	0.08436213991769546	1.4679347826086957	0.3781097589908807	0.9434782608695653	2.0333333333333337	0.12344720496894408	0.062403881054916364	0.04606625258799171	0.04459463444068739	0.005952380952380952	0.015748519708717802	0.04011387163561077	0.047097894207520544
COX16	118	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12446688}; Single-pass membrane protein {ECO:0000305}.	Cytochrome c oxidase assembly protein COX16, mitochondrial	COX16_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.00847457627118644	0.17796610169491525	0.0	0.0	-0.652542372881356	0.1440677966101695	0.1864406779661017	0.15254237288135594	0.17796610169491525	0.15254237288135594	0.033898305084745756	1.6666666666666667	0.0	1.6666666666666667	1.6666666666666667	0.2857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COX18	316	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10809734}; Multi-pass membrane protein {ECO:0000269|PubMed:10809734}.	Cytochrome c oxidase assembly protein COX18, mitochondrial (Cytochrome c oxidase assembly protein 18)	COX18_YEAST	21.0	0.0	21.0	21.0	0.2721655269759087	0.3333333333333333	1.0	0.00949367088607595	0.19936708860759494	34.5	40.0	0.19936708860759503	0.08860759493670886	0.12025316455696203	0.03164556962025317	0.11392405063291139	0.03164556962025317	0.08860759493670886	1.4841269841269842	0.4124358138904659	0.9904761904761905	2.0	0.07936507936507936	0.05939138709164986	0.015873015873015872	0.022447834323382456	0.0	0.0	0.015873015873015872	0.022447834323382456
COX2	251	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	32.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Multi-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)	COX2_YEAST	32.0	2.0	30.0	34.0	0.25	0.5	1.0	0.00796812749003984	0.2549800796812749	14.0	14.0	0.35338645418326686	0.12350597609561753	0.07171314741035857	0.11952191235059761	0.05179282868525897	0.11952191235059761	-0.04780876494023904	1.4128431372549017	0.43049019607843136	0.9823529411764703	1.843333333333333	0.14215686274509803	0.024509803921568624	0.014705882352941176	0.014705882352941176	0.07745098039215687	0.0107843137254902	-0.06274509803921569	0.003921568627450977
COX20	205	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	18.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Cytochrome c oxidase assembly protein COX20, mitochondrial	COX20_YEAST	18.0	1.0	17.0	19.0	0.25	0.5	1.0	0.00975609756097561	0.17560975609756097	6.0	6.0	-0.8268292682926829	0.1073170731707317	0.15609756097560976	0.1024390243902439	0.14146341463414633	0.1024390243902439	0.05365853658536586	1.3476780185758517	0.3417956656346751	1.0058823529411764	1.6894736842105267	0.16408668730650156	0.04643962848297213	0.0	0.0	0.0	0.0	0.0	0.0
COX26	66	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	37.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:27083394, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:27083394, ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 26, mitochondrial	COX26_YEAST	37.0	0.0	37.0	37.0	0.0	1.0	1.0	0.015151515151515152	0.5606060606060606	0.0	0.0	0.1439393939393939	0.15151515151515152	0.15151515151515152	0.045454545454545456	0.15151515151515152	0.045454545454545456	0.10606060606060606	0.5027027027027028	0.0	0.5027027027027028	0.5027027027027028	0.1891891891891892	0.0	0.10810810810810811	0.0	0.05405405405405406	0.0	0.05405405405405406	0.0
COX3	269	7	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	24.571428571428573	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Multi-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	COX3_YEAST	24.0	5.3145929250680775	17.0	34.0	0.28571428571428575	0.1428571428571428	1.0	0.026022304832713755	0.6394052044609665	11.833333333333334	23.0	0.6903345724907063	0.14869888475836432	0.08921933085501858	0.04460966542750929	0.03345724907063197	0.04460966542750929	0.04460966542750929	1.3358783495249278	0.31725908962023813	0.8758620689655173	1.926315789473684	0.16460031925655927	0.09629764101042596	0.05935815705592582	0.03287213412026105	0.029985994397759102	0.029682249641650824	0.029372162658166716	0.04879568227563244
COX5A	153	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	COX5A_YEAST	23.0	0.0	23.0	23.0	0.0	1.0	1.0	0.006535947712418301	0.1503267973856209	0.0	0.0	-0.515686274509804	0.09803921568627451	0.13725490196078433	0.08496732026143791	0.13071895424836602	0.08496732026143791	0.052287581699346414	1.0695652173913046	0.0	1.0695652173913046	1.0695652173913046	0.13043478260869565	0.0	0.08695652173913043	0.0	0.043478260869565216	0.0	0.043478260869565216	0.0
COX5B	151	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:2986105}; Single-pass membrane protein {ECO:0000250|UniProtKB:P00424}.	Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)	COX5B_YEAST	23.0	0.0	23.0	23.0	0.0	1.0	1.0	0.006666666666666667	0.15333333333333332	0.0	0.0	-0.6566666666666666	0.1	0.16	0.1	0.15333333333333332	0.1	0.06	1.4913043478260872	0.0	1.4913043478260872	1.4913043478260872	0.17391304347826086	0.0	0.043478260869565216	0.0	0.043478260869565216	0.0	0.0	0.0
COX7	60	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	24.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 7, mitochondrial (Cytochrome c oxidase polypeptide VII)	COX7_YEAST	24.0	0.0	24.0	24.0	0.0	1.0	1.0	0.016666666666666666	0.4	0.0	0.0	0.24166666666666664	0.15	0.16666666666666666	0.0	0.15	0.0	0.16666666666666666	1.3708333333333336	0.0	1.3708333333333336	1.3708333333333336	0.20833333333333334	0.0	0.041666666666666664	0.0	0.0	0.0	0.041666666666666664	0.0
COX8	78	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	22.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 8, mitochondrial (Cytochrome c oxidase polypeptide VIII)	COX8_YEAST	22.0	0.0	22.0	22.0	0.0	1.0	1.0	0.01282051282051282	0.28205128205128205	0.0	0.0	0.07307692307692304	0.14102564102564102	0.19230769230769232	0.02564102564102564	0.16666666666666666	0.02564102564102564	0.16666666666666669	1.2590909090909093	0.0	1.2590909090909093	1.2590909090909093	0.2727272727272727	0.0	0.09090909090909091	0.0	0.0	0.0	0.09090909090909091	0.0
COX9	59	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	36.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	Cytochrome c oxidase subunit 9, mitochondrial (Cytochrome c oxidase polypeptide VIIA)	COX9_YEAST	36.0	0.0	36.0	36.0	0.0	1.0	1.0	0.01694915254237288	0.6101694915254238	0.0	0.0	-0.24576271186440685	0.13559322033898305	0.1864406779661017	0.1016949152542373	0.1694915254237288	0.1016949152542373	0.0847457627118644	0.12499999999999985	0.0	0.12499999999999985	0.12499999999999985	0.16666666666666666	0.0	0.19444444444444445	0.0	0.05555555555555555	0.0	0.1388888888888889	0.0
COY1	679	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12429822}; Single-pass type IV membrane protein {ECO:0000269|PubMed:12429822}.	Protein CASP	CASP_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.0014727540500736377	0.030927835051546393	0.0	0.0	-0.8727540500736377	0.055964653902798235	0.16494845360824742	0.16494845360824742	0.15169366715758467	0.16494845360824742	0.0	2.00952380952381	0.0	2.00952380952381	2.00952380952381	0.23809523809523808	0.0	0.047619047619047616	0.0	0.0	0.0	0.047619047619047616	0.0
CPR4	318	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Peptidyl-prolyl cis-trans isomerase CPR4 (PPIase CPR4) (EC 5.2.1.8) (Rotamase)	CYPR_YEAST	18.0	0.0	18.0	18.0	0.0	1.0	1.0	0.0031446540880503146	0.05660377358490566	0.0	0.0	-0.2940251572327044	0.10377358490566038	0.14465408805031446	0.11949685534591195	0.11006289308176101	0.11949685534591195	0.02515723270440251	1.8888888888888888	0.0	1.8888888888888888	1.8888888888888888	0.1111111111111111	0.0	0.05555555555555555	0.0	0.0	0.0	0.05555555555555555	0.0
CPS1	576	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11566881, ECO:0000269|PubMed:1569061}; Single-pass membrane protein {ECO:0000269|PubMed:11566881, ECO:0000269|PubMed:1569061}. Note=Lysosome-like vacuoles.	Carboxypeptidase S (EC 3.4.17.4) (GLY-X carboxypeptidase) (YSCS)	CBPS_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.001736111111111111	0.036458333333333336	0.0	0.0	-0.2673611111111111	0.10069444444444445	0.13541666666666666	0.140625	0.09027777777777778	0.140625	-0.005208333333333343	2.1857142857142855	0.0	2.1857142857142855	2.1857142857142855	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPT1	393	7	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Microsome membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein. Mitochondrion outer membrane; Multi-pass membrane protein.	Cholinephosphotransferase 1 (EC 2.7.8.2) (Aminoalcohol phosphotransferase CPT1) (Diacylglycerol cholinephosphotransferase 1) (Sn-1,2-diacylglycerol cholinephosphotransferase) (CHOPT)	CPT1_YEAST	21.0	0.0	21.0	21.0	0.28571428571428575	0.1428571428571428	1.0	0.017811704834605598	0.37404580152671757	30.333333333333332	111.0	0.5407124681933843	0.17048346055979643	0.07633587786259542	0.061068702290076333	0.04834605597964377	0.061068702290076333	0.015267175572519089	1.8612244897959183	0.20479241303221968	1.4571428571428573	2.0904761904761906	0.1904761904761905	0.05691564806354255	0.013605442176870748	0.021512092926315503	0.02040816326530612	0.03468720757546112	-0.006802721088435374	0.030422693571425706
CRC1	327	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	18.5	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Mitochondrial carnitine carrier	CRC1_YEAST	17.0	2.140872096444188	17.0	22.0	0.28463752127665554	0.1666666666666666	1.0	0.01834862385321101	0.3394495412844037	34.0	57.0	0.031804281345565726	0.08256880733944955	0.11926605504587157	0.0581039755351682	0.11009174311926606	0.0581039755351682	0.06116207951070337	0.8979394788218319	0.43772712409185416	0.30588235294117644	1.6647058823529413	0.1275570834394364	0.0673642189132678	0.03734827264239029	0.04320349318864341	0.02941176470588235	0.029411764705882353	0.007936507936507936	0.03831896826138263
CRD1	283	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:9442089}; Multi-pass membrane protein {ECO:0000255}.	Cardiolipin synthase (CMP-forming) (CLS) (EC 2.7.8.41)	CRLS1_YEAST	21.0	0.0	21.0	21.0	0.2721655269759087	0.3333333333333333	1.0	0.01060070671378092	0.2226148409893993	42.0	51.0	0.14275618374558302	0.1166077738515901	0.127208480565371	0.06713780918727916	0.12014134275618374	0.06713780918727916	0.060070671378091856	1.5825396825396825	0.46438270591836145	1.0714285714285714	2.195238095238095	0.14285714285714285	0.06734350297014738	0.031746031746031744	0.022447834323382456	0.015873015873015872	0.022447834323382456	0.015873015873015872	0.02244783432338246
CSC1	782	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.181818181818183	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Calcium permeable stress-gated cation channel 1 (ScCSC1)	CSC1_YEAST	21.0	0.574959574576069	21.0	23.0	0.2874797872880345	0.0909090909090909	1.0	0.014066496163682864	0.2979539641943734	46.3	238.0	0.08682864450127874	0.1329923273657289	0.11892583120204604	0.09335038363171355	0.09846547314578005	0.09335038363171355	0.02557544757033249	1.6237718802936194	0.26597005050858513	1.242857142857143	2.1619047619047613	0.2015810276679842	0.08337507667928253	0.033502729154903065	0.04321141149584831	0.0	0.0	0.033502729154903065	0.04321141149584831
CSF1	2958	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:35015055}; Single-pass type II membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:35015055}; Single-pass type II membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000269|PubMed:35015055}; Single-pass type II membrane protein {ECO:0000255}. Note=Localizes to endoplasmic reticulum-cell membrane and some endoplasmic reticulum-mitochondria contact sites. {ECO:0000269|PubMed:35015055}.	Protein CSF1 (Bridge-like lipid transfer protein family member 1) (BLTP1) (Cold sensitive for fermentation protein 1)	CSF1_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.0003380662609871535	0.007099391480730223	0.0	0.0	-0.2626098715348208	0.1075050709939148	0.1328600405679513	0.1315077755240027	0.10987153482082489	0.1315077755240027	0.001352265043948614	2.2238095238095235	0.0	2.2238095238095235	2.2238095238095235	0.23809523809523808	0.0	0.0	0.0	0.047619047619047616	0.0	-0.047619047619047616	0.0
CSG2	410	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	19.88888888888889	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:7854312}; Multi-pass membrane protein {ECO:0000269|PubMed:7854312}.	Mannosyl phosphorylinositol ceramide synthase regulatory protein CSG2	CSG2_YEAST	20.0	0.5665577237325317	19.0	21.0	0.28688765527462345	0.1111111111111111	1.0	0.02195121951219512	0.43658536585365854	21.875	70.0	0.3834146341463414	0.1048780487804878	0.08048780487804878	0.07073170731707316	0.07073170731707316	0.07073170731707316	0.009756097560975618	1.6728320802005012	0.24160041114115718	1.3428571428571427	2.189473684210526	0.11595655806182122	0.07413932706269942	0.011111111111111112	0.020786985482077452	0.016959064327485382	0.02399443068880543	-0.005847953216374269	0.037211551508615284
CSH1	376	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Mannosyl phosphorylinositol ceramide synthase CSH1 (EC 2.4.1.370) (CSG1/SUR1 homolog 1)	CSH1_YEAST	21.0	0.0	21.0	21.0	0.25	0.5	1.0	0.005319148936170213	0.11170212765957446	246.0	246.0	-0.4409574468085107	0.15159574468085107	0.16489361702127658	0.10372340425531915	0.13297872340425532	0.10372340425531915	0.06117021276595744	1.9452380952380952	0.14523809523809494	1.8000000000000003	2.09047619047619	0.19047619047619047	0.09523809523809523	0.023809523809523808	0.023809523809523808	0.047619047619047616	0.0	-0.023809523809523808	0.023809523809523808
