gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name	tmd_length_median	tmd_length_std	tmd_length_min	tmd_length_max	relative_position_std	first_tmd_position	last_tmd_position	tmd_density	tmd_aa_fraction	mean_tmd_gap	max_tmd_gap	protein_hydrophobicity_mean	protein_aromatic_fraction	protein_positive_fraction	protein_negative_fraction	protein_KR_fraction	protein_DE_fraction	protein_charge_balance_pos_minus_neg	tmd_hydrophobicity_mean	tmd_hydrophobicity_std	tmd_hydrophobicity_min	tmd_hydrophobicity_max	tmd_aromatic_fraction_mean	tmd_aromatic_fraction_std	tmd_positive_fraction_mean	tmd_positive_fraction_std	tmd_negative_fraction_mean	tmd_negative_fraction_std	tmd_charge_balance_mean	tmd_charge_balance_std	uniprot_accession	alphafold_available	af_n_residues	af_plddt_mean	af_plddt_median	af_plddt_std	af_plddt_min	af_plddt_max	af_frac_plddt_gt90	af_frac_plddt_70_90	af_frac_plddt_50_70	af_frac_plddt_lt50	af_radius_of_gyration	af_max_dimension	af_compactness_rg_per_residue	af_compactness_dmax_per_residue
FET3	636	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	25.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16522632, ECO:0000269|PubMed:7836366, ECO:0000269|PubMed:9162052}; Single-pass type I membrane protein; Extracellular side {ECO:0000269|PubMed:16522632, ECO:0000269|PubMed:7836366}.	Iron transport multicopper oxidase FET3 (EC 1.16.3.1) (Cuproxidase FET3) (EC 1.16.3.4)	FET3_YEAST	25.0	0.0	25.0	25.0	0.0	1.0	1.0	0.0015723270440251	0.0393081761006289	0.0	0.0	-0.2831761006289308	0.1132075471698113	0.0959119496855346	0.1352201257861635	0.0566037735849056	0.1352201257861635	-0.0393081761006289	1.976	0.0	1.976	1.976	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	P38993	1	636.0	92.74899371069182	98.44	14.165938495305936	34.91	98.94	0.860062893081761	0.0267295597484276	0.0880503144654088	0.0251572327044025	33.32116385533715	153.909486897332	0.0523917670681401	0.2419960485807106
FET4	552	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Low-affinity Fe(2+) transport protein (Low-affinity Fe(II) transport protein)	FET4_YEAST	21.0	0.0	21.0	21.0	0.2857142857142857	0.1428571428571428	1.0	0.0126811594202898	0.266304347826087	45.0	107.0	-0.0204710144927536	0.1141304347826086	0.1141304347826086	0.1213768115942029	0.0960144927536231	0.1213768115942029	-0.0072463768115942	1.9285714285714288	0.5248227676842477	1.2095238095238094	2.7000000000000006	0.1496598639455782	0.0693744151509222	0.0	0.0	0.0204081632653061	0.0346872075754611	-0.0204081632653061	0.0346872075754611	P40988	1	552.0	79.72690217391305	85.5	15.911027360657434	24.41	96.5	0.2626811594202898	0.5489130434782609	0.1159420289855072	0.072463768115942	27.96635170398655	110.8667861264139	0.050663680623164	0.2008456270406048
FET5	622	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Iron transport multicopper oxidase FET5 (EC 1.-.-.-)	FET5_YEAST	21.0	0.0	21.0	21.0	0.0	1.0	1.0	0.0016077170418006	0.0337620578778135	0.0	0.0	-0.2709003215434084	0.1093247588424437	0.112540192926045	0.1302250803858521	0.0691318327974276	0.1302250803858521	-0.017684887459807	1.5190476190476192	0.0	1.5190476190476192	1.5190476190476192	0.1428571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	P43561	1	622.0	93.03270096463022	96.81	10.683496758748008	38.59	98.88	0.8456591639871383	0.1093247588424437	0.0192926045016077	0.0257234726688102	31.681761165358008	170.75283689883457	0.0509353073398038	0.274522245818062
FEX1	375	9	1	1	2	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26055717}; Multi-pass membrane protein {ECO:0000269|PubMed:26055717}.	Fluoride export protein 1	FEX1_YEAST	21.0	0.0	21.0	21.0	0.2868876552746234	0.1111111111111111	1.0	0.024	0.504	19.875	65.0	0.4370666666666665	0.1413333333333333	0.0933333333333333	0.0506666666666666	0.0693333333333333	0.0506666666666666	0.0426666666666666	1.5153439153439152	0.4286994387175633	0.8714285714285714	2.0333333333333337	0.1746031746031746	0.0593913870916498	0.0264550264550264	0.0326159471056559	0.0211640211640211	0.0236620949999977	0.0052910052910052	0.0269789392253586	Q08913	1	375.0	89.70439999999998	96.38	16.529857740061367	32.59	98.88	0.7893333333333333	0.0986666666666666	0.0293333333333333	0.0826666666666666	24.04781053031326	92.62988149619969	0.064127494747502	0.2470130173231991
FEX2	375	9	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26055717}; Multi-pass membrane protein {ECO:0000255}.	Fluoride export protein 2	FEX2_YEAST	21.0	0.0	21.0	21.0	0.2868876552746234	0.1111111111111111	1.0	0.024	0.504	19.875	65.0	0.4311999999999999	0.1413333333333333	0.0933333333333333	0.0506666666666666	0.0693333333333333	0.0506666666666666	0.0426666666666666	1.5037037037037038	0.4171661573170475	0.8714285714285714	2.0333333333333337	0.1746031746031746	0.0593913870916498	0.0264550264550264	0.0326159471056559	0.0211640211640211	0.0236620949999977	0.0052910052910052	0.0269789392253586	Q08991	1	375.0	90.1416	95.75	14.017151478575572	40.41	98.94	0.7466666666666667	0.144	0.064	0.0453333333333333	24.0956888559035	93.99712042397894	0.0642551702824093	0.2506589877972772
FHN1	174	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Associates with the ergosterol-rich membrane compartment of CAN1 (MCC). Accumulates in membrane domains at eisosomes. {ECO:0000250}.	Non-classical export protein 2 homolog 1 (Functional homolog of NCE102)	FHN1_YEAST	21.0	0.0	21.0	21.0	0.2795084971874737	0.25	1.0	0.0229885057471264	0.4827586206896552	17.333333333333332	32.0	0.5741379310344827	0.1264367816091954	0.0977011494252873	0.0229885057471264	0.0804597701149425	0.0229885057471264	0.0747126436781609	1.8988095238095235	0.4925105176311711	1.080952380952381	2.3476190476190477	0.2023809523809523	0.0974446758556244	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0	0.0476190476190476	P53279	1	174.0	83.64660919540229	89.69	15.834484029467324	43.16	97.88	0.4885057471264368	0.3275862068965517	0.1034482758620689	0.0804597701149425	21.846063465641603	92.2623218871062	0.1255520888829977	0.5302432292362426
FIG1	298	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Factor-induced gene 1 protein	FIG1_YEAST	21.0	0.0	21.0	21.0	0.2795084971874737	0.25	1.0	0.0134228187919463	0.2818791946308724	54.333333333333336	125.0	0.423489932885906	0.1241610738255033	0.1006711409395973	0.0503355704697986	0.0906040268456375	0.0503355704697986	0.0503355704697986	2.263095238095238	0.5521384422501578	1.3904761904761904	2.7571428571428567	0.1904761904761904	0.0583211843519804	0.0119047619047619	0.020619652471058	0.0119047619047619	0.020619652471058	0.0	0.0336717514850736	P38224	1	298.0	80.68191275167786	85.69	15.179067846998944	39.03	96.19	0.3691275167785235	0.4328859060402684	0.1073825503355704	0.0906040268456375	32.402844910106104	139.55261838819075	0.1087343788929735	0.4682973771415797
FIS1	155	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:11038183, ECO:0000269|PubMed:12514182, ECO:0000269|PubMed:14576278}; Single-pass membrane protein {ECO:0000269|PubMed:11038183, ECO:0000269|PubMed:12514182, ECO:0000269|PubMed:14576278}.	Mitochondrial fission 1 protein (Mitochondrial division protein 2)	FIS1_YEAST	18.0	0.0	18.0	18.0	0.0	1.0	1.0	0.0064516129032258	0.1161290322580645	0.0	0.0	-0.3632258064516129	0.1032258064516129	0.1612903225806451	0.1225806451612903	0.1548387096774193	0.1225806451612903	0.0387096774193548	2.311111111111111	0.0	2.311111111111111	2.311111111111111	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	P40515	1	155.0	89.3465806451613	95.25	12.784000456150304	39.53	98.56	0.6838709677419355	0.2129032258064516	0.0774193548387096	0.0258064516129032	22.100783055140017	83.0030453296745	0.1425856971299356	0.5355035182559645
FKS1	1876	14	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	21.142857142857142	0.5357142857142857	0.0714285714285714	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11856368, ECO:0000269|PubMed:12185837, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:8602515}. Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Note=Localizes to the sites of polarized growth. Colocalizes with cortical actin patches and moves on the cell surface at the sites of cell wall remodeling. Actin patch motility is required for the movement. Early at the cell cycle, localizes at the presumed bud site of the mother cell and at the tip of the small bud. As the bud enlarges, appears as discernible spots in the medium-sized bud and these spots colocalize with actin patches. Late in the cell cycle, disappears in large budded cells, while the actin patches disperse over the cell. During cytokinesis, is concentrated in the neck, overlapping with the location of cortical actin patches.	1,3-beta-glucan synthase component FKS1 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (Calcineurin dependent protein 1) (Calcofluor white hypersensitivity protein 53) (Echinocandin target gene protein 1) (FK506 sensitivity protein 1) (Glucan synthase of cerevisiae protein 1) (Papulacandin B resistance protein 1)	FKS1_YEAST	21.0	0.5150787536377128	21.0	23.0	0.2879377767249482	0.0714285714285714	1.0	0.0074626865671641	0.1577825159914712	82.53846153846153	659.0	-0.1087420042643923	0.1337953091684435	0.121002132196162	0.1007462686567164	0.0980810234541577	0.1007462686567164	0.0202558635394456	1.7837622005323868	0.5095298529784026	0.7333333333333333	2.552380952380952	0.2003845016267376	0.1041129952321949	0.023217982845312	0.0336870114460315	0.0170068027210884	0.0290612372289711	0.0062111801242236	0.0494485435342435	P38631	1	1876.0	80.24222281449893	87.25	18.697346613327923	18.61	98.0	0.3763326226012793	0.4285714285714285	0.1119402985074626	0.0831556503198294	39.851758475284385	140.68809733946935	0.0212429416179554	0.0749936552982246
FKS3	1785	19	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	21.0	0.5263157894736842	0.0526315789473684	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14576278}. Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	1,3-beta-glucan synthase component FKS3 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (FK506 sensitivity protein 3)	FKS3_YEAST	21.0	0.0	21.0	21.0	0.2882750302658769	0.0526315789473684	1.0	0.0106442577030812	0.2235294117647059	55.44444444444444	482.0	0.0157422969187674	0.1535014005602241	0.1232492997198879	0.0969187675070028	0.1019607843137254	0.0969187675070028	0.0263305322128851	1.7744360902255636	0.5386532261759281	0.7380952380952379	2.8999999999999995	0.2355889724310776	0.0982890804567798	0.0275689223057644	0.0356207278284508	0.0225563909774436	0.0283551591453252	0.0050125313283208	0.0434097946759117	Q04952	1	1785.0	82.86395518207281	86.81	11.977625094314488	29.19	96.31	0.3070028011204482	0.5563025210084034	0.1137254901960784	0.02296918767507	39.76722123312723	152.043570179735	0.0222785553126763	0.0851784706889271
FLC1	793	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	21.181818181818183	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16717099}; Multi-pass membrane protein {ECO:0000269|PubMed:16717099}.	Flavin carrier protein 1 (Bypass of PAM1 protein 1) (FAD transporter 1) (Heme utilization factor 1) (TRP-like ion channel protein FLC1)	FLC1_YEAST	21.0	0.574959574576069	21.0	23.0	0.2874797872880345	0.0909090909090909	1.0	0.0138713745271122	0.2938209331651955	17.6	45.0	0.1128625472887767	0.1311475409836065	0.1021437578814628	0.0832282471626734	0.0895334174022698	0.0832282471626734	0.0189155107187894	1.563786937699981	0.6218602407226251	0.5826086956521739	2.471428571428571	0.1850178806700546	0.0805122559488628	0.0259740259740259	0.0237109332253318	0.0169395821569734	0.022435030191231	0.0090344438170525	0.0266206470291543	Q08967	1	793.0	73.69795712484238	85.06	22.608001258873784	25.78	97.25	0.2849936948297604	0.4047919293820933	0.0907944514501891	0.2194199243379571	35.631554874732196	131.60543575779838	0.0449326038773419	0.165958935381839
FLC2	783	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16717099}; Multi-pass membrane protein {ECO:0000269|PubMed:16717099}.	Flavin carrier protein 2 (FAD transporter 2) (TRP-like ion channel FLC2)	FLC2_YEAST	21.0	0.0	21.0	21.0	0.2868876552746234	0.1111111111111111	1.0	0.0114942528735632	0.2413793103448276	28.875	115.0	0.2241379310344827	0.1251596424010217	0.0855683269476372	0.0753512132822477	0.0791826309067688	0.0753512132822477	0.0102171136653895	2.0179894179894178	0.6092665535889324	1.2142857142857142	2.9952380952380957	0.201058201058201	0.0891656060653582	0.0211640211640211	0.0236620949999977	0.0158730158730158	0.0224478343233824	0.0052910052910052	0.0269789392253586	P39719	1	783.0	72.73464878671774	82.38	22.39546595574054	25.86	97.06	0.2656449553001277	0.4099616858237548	0.1034482758620689	0.2209450830140485	37.16142463457242	132.05350681447274	0.0474603124324041	0.1686507111295948
FLC3	802	11	2	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	21.181818181818183	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16717099}; Multi-pass membrane protein {ECO:0000269|PubMed:16717099}.	Putative flavin carrier protein 3 (FAD transporter 3) (TRP-like ion channel FLC3)	FLC3_YEAST	21.0	0.574959574576069	21.0	23.0	0.2874797872880345	0.0909090909090909	1.0	0.013715710723192	0.2905236907730673	17.6	45.0	0.1028678304239401	0.1334164588528678	0.0997506234413965	0.084788029925187	0.084788029925187	0.084788029925187	0.0149625935162094	1.6457368718238283	0.6168600867187217	0.317391304347826	2.5238095238095233	0.2109919066440805	0.0925464135094633	0.0259740259740259	0.0237109332253318	0.0173160173160173	0.0229069377581349	0.0086580086580086	0.0273790273607651	P53121	1	802.0	72.97804239401496	84.62	22.752168251242917	26.92	96.75	0.2780548628428927	0.3965087281795511	0.084788029925187	0.240648379052369	38.86239862459767	135.5277425474209	0.048456856140396	0.1689872101588789
FLR1	548	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Fluconazole resistance protein 1	FLR1_YEAST	21.0	0.0	21.0	21.0	0.2876710441278886	0.0833333333333333	1.0	0.0218978102189781	0.4598540145985401	16.0	65.0	0.4102189781021898	0.1478102189781022	0.0875912408759124	0.0821167883211678	0.072992700729927	0.0821167883211678	0.0054744525547445	1.762301587301587	0.3421590022443226	1.1428571428571428	2.323809523809523	0.1904761904761904	0.1028688999747279	0.0119047619047619	0.020619652471058	0.0119047619047619	0.020619652471058	0.0	0.0274928699614107	P38124	1	548.0	84.60184306569344	91.97	18.75479963087715	21.53	97.75	0.5821167883211679	0.3010948905109489	0.0200729927007299	0.0967153284671532	26.67056438152616	95.48400496941883	0.0486689131049747	0.1742408849806913
FLX1	311	6	2	1	3	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	21.0	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Mitochondrial FAD carrier protein FLX1	FLX1_YEAST	21.0	0.0	21.0	21.0	0.2846375212766555	0.1666666666666666	1.0	0.0192926045016077	0.405144694533762	29.6	43.0	0.0942122186495176	0.0932475884244373	0.1318327974276527	0.0546623794212218	0.112540192926045	0.0546623794212218	0.0771704180064308	1.2317460317460318	0.0744679625761263	1.1571428571428573	1.3904761904761904	0.119047619047619	0.0813250060790444	0.0396825396825396	0.032723060520775	0.0238095238095238	0.0238095238095238	0.0158730158730158	0.0224478343233824	P40464	1	311.0	87.00180064308682	90.31	10.400214843137038	40.12	96.56	0.5144694533762058	0.4212218649517685	0.0353697749196141	0.0289389067524115	21.786791002228657	69.62593052160955	0.0700539903608638	0.2238775901016384
FMP10	244	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized mitochondrial membrane protein FMP10	FMP10_YEAST	21.0	0.0	21.0	21.0	0.25	0.5	1.0	0.0081967213114754	0.1721311475409836	89.0	89.0	-0.3598360655737704	0.1024590163934426	0.151639344262295	0.0860655737704918	0.1352459016393442	0.0860655737704918	0.0655737704918032	0.819047619047619	0.4380952380952381	0.3809523809523809	1.2571428571428571	0.1904761904761904	0.0952380952380952	0.0714285714285714	0.0238095238095238	0.0	0.0	0.0714285714285714	0.0238095238095238	P40098	1	244.0	80.97795081967212	87.655	14.53008940990648	37.47	97.44	0.3811475409836065	0.3524590163934426	0.2295081967213114	0.0368852459016393	33.58417658083998	145.1847836551751	0.1376400679542622	0.5950196051441602
FMP25	583	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Protein FMP25, mitochondrial (Found in mitochondrial proteome protein 25)	FMP25_YEAST	23.0	0.0	23.0	23.0	0.0	1.0	1.0	0.0017152658662092	0.039451114922813	0.0	0.0	-0.5771869639794168	0.1029159519725557	0.1646655231560892	0.1132075471698113	0.1355060034305317	0.1132075471698113	0.0514579759862778	1.3086956521739128	0.0	1.3086956521739128	1.3086956521739128	0.0869565217391304	0.0	0.0434782608695652	0.0	0.0	0.0	0.0434782608695652	0.0	Q08023	1	583.0	82.33279588336192	88.44	15.630327852825411	33.75	98.19	0.4373927958833619	0.4013722126929674	0.0994854202401372	0.0617495711835334	32.369138149147446	132.24958029801078	0.0555216777858446	0.2268431909056788
FMP30	468	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, mitochondrial (NAPE-PLD) (NAPE-hydrolyzing phospholipase D) (EC 3.1.4.54) (Found in mitochondrial proteome protein 30)	FMP30_YEAST	23.0	0.0	23.0	23.0	0.0	1.0	1.0	0.0021367521367521	0.0491452991452991	0.0	0.0	-0.3854700854700855	0.1047008547008547	0.1581196581196581	0.1175213675213675	0.1217948717948717	0.1175213675213675	0.0405982905982905	1.317391304347826	0.0	1.317391304347826	1.317391304347826	0.217391304347826	0.0	0.0434782608695652	0.0	0.0	0.0	0.0434782608695652	0.0	Q02883	1	468.0	85.6392094017094	94.94	20.21487968551237	25.31	98.94	0.6709401709401709	0.1623931623931624	0.0619658119658119	0.1047008547008547	28.73282808845951	115.77641299072968	0.0613949318129476	0.2473854978434395
FMP32	207	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:12514182, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Protein FMP32, mitochondrial (Found in mitochondrial proteome protein 32)	FMP32_YEAST	23.0	0.0	23.0	23.0	0.0	1.0	1.0	0.0048309178743961	0.1111111111111111	0.0	0.0	-0.4917874396135265	0.0628019323671497	0.178743961352657	0.144927536231884	0.144927536231884	0.144927536231884	0.0338164251207729	1.582608695652174	0.0	1.582608695652174	1.582608695652174	0.1304347826086956	0.0	0.0434782608695652	0.0	0.0	0.0	0.0434782608695652	0.0	P43557	1	207.0	85.1119806763285	94.31	17.79309214164248	34.09	98.19	0.5990338164251208	0.2463768115942029	0.0434782608695652	0.1111111111111111	69.17912938446428	226.99857630170283	0.3341986926785714	1.0966114797183713
FMP33	180	3	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.	Mitochondrial membrane protein FMP33	FMP33_YEAST	21.0	0.0	21.0	21.0	0.2721655269759087	0.3333333333333333	1.0	0.0166666666666666	0.35	34.5	66.0	-0.1083333333333333	0.0944444444444444	0.1388888888888889	0.0888888888888888	0.1111111111111111	0.0888888888888888	0.05	1.26984126984127	0.1585236752221764	1.1095238095238096	1.4857142857142858	0.1428571428571428	0.0	0.0158730158730158	0.0224478343233824	0.0158730158730158	0.0224478343233824	0.0	0.0388807895679869	P46998	1	180.0	63.97677777777778	63.66	18.431323388175528	31.41	90.44	0.0111111111111111	0.4222222222222222	0.2388888888888889	0.3277777777777778	24.60102225440622	75.82755701590287	0.1366723458578123	0.4212642056439048
FMP42	504	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Protein FMP42	FMP42_YEAST	21.0	0.0	21.0	21.0	0.2874797872880345	0.0909090909090909	1.0	0.0218253968253968	0.4583333333333333	24.1	95.0	0.483531746031746	0.123015873015873	0.0833333333333333	0.0714285714285714	0.0694444444444444	0.0714285714285714	0.0119047619047619	1.7740259740259738	0.2693614890372989	1.238095238095238	2.271428571428571	0.1688311688311688	0.0621329008415901	0.0129870129870129	0.0212077034007201	0.0129870129870129	0.0212077034007201	0.0	0.0351689974226664	Q04991	1	504.0	86.43363095238095	91.03	12.710440438536413	32.53	98.44	0.5555555555555556	0.3472222222222222	0.0654761904761904	0.0317460317460317	24.749030406029178	92.64506339249814	0.0491052190595816	0.1838195702232106
FMP45	309	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11784867, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17078969}; Multi-pass membrane protein {ECO:0000269|PubMed:11784867, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17078969}. Note=Concentrates within cortical patches at the membrane.	SUR7 family protein FMP45	FMP45_YEAST	21.0	0.0	21.0	21.0	0.2795084971874737	0.25	1.0	0.0129449838187702	0.2718446601941747	40.0	90.0	0.0721682847896439	0.1521035598705501	0.0970873786407767	0.0517799352750809	0.087378640776699	0.0517799352750809	0.0453074433656957	2.352380952380952	0.3281570886480007	1.8047619047619048	2.6333333333333324	0.238095238095238	0.0336717514850736	0.0	0.0	0.0	0.0	0.0	0.0	Q07651	1	309.0	77.88171521035599	89.25	21.14460260653178	35.75	98.25	0.459546925566343	0.2297734627831715	0.0970873786407767	0.2135922330097087	40.89313373664782	137.79795553635765	0.1323402386299282	0.4459480761694422
FPS1	669	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Glycerol uptake/efflux facilitator protein	FPS1_YEAST	21.0	0.0	21.0	21.0	0.282842712474619	0.2	1.0	0.007473841554559	0.1569506726457399	42.0	56.0	-0.4696562032884903	0.1001494768310911	0.1136023916292974	0.0941704035874439	0.0866965620328849	0.0941704035874439	0.0194319880418535	1.6228571428571428	0.1536967004751938	1.3571428571428572	1.8095238095238095	0.1904761904761904	0.0425917709999959	0.0095238095238095	0.019047619047619	0.0285714285714285	0.0380952380952381	-0.019047619047619	0.0485620906056455	P23900	1	669.0	62.72058295964124	55.03	26.345270797282215	25.11	98.25	0.3064275037369208	0.1375186846038864	0.0807174887892376	0.4753363228699551	45.00460922712082	164.56277157060765	0.0672714637176693	0.245983216099563
FRE1	686	7	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	20.428571428571427	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1431884, ECO:0000269|PubMed:15288128, ECO:0000269|PubMed:17507646, ECO:0000269|PubMed:8662826}; Multi-pass membrane protein {ECO:0000255}.	Ferric/cupric reductase transmembrane component 1 (EC 1.16.1.9) (Ferric-chelate reductase 1)	FRE1_YEAST	21.0	1.049781318335648	18.0	21.0	0.2857142857142857	0.1428571428571428	1.0	0.010204081632653	0.2084548104956268	18.333333333333332	46.0	0.0543731778425655	0.1384839650145772	0.1370262390670553	0.0772594752186588	0.1137026239067055	0.0772594752186588	0.0597667638483964	1.5660770975056688	0.4001792485597338	0.9277777777777776	2.1619047619047618	0.1839002267573695	0.0630393644215488	0.0565759637188208	0.0418344301855943	0.0147392290249433	0.0234010968713722	0.0418367346938775	0.049353729775851	P32791	1	686.0	85.90198250728862	89.81	13.094838327442284	31.0	98.62	0.4912536443148688	0.3833819241982507	0.0903790087463556	0.0349854227405247	33.85900009058232	117.61477086658802	0.049357142989187	0.1714501033040641
