gene	uniprot_accession	alphafold_available	af_n_residues	af_plddt_mean	af_plddt_median	af_plddt_std	af_plddt_min	af_plddt_max	af_frac_plddt_gt90	af_frac_plddt_70_90	af_frac_plddt_50_70	af_frac_plddt_lt50	af_radius_of_gyration	af_max_dimension	af_compactness_rg_per_residue	af_compactness_dmax_per_residue
EOS1	P53938	1	366.0	61.987540983606564	62.394999999999996	13.486498975233568	27.77	84.38	0.0	0.3360655737704918	0.4426229508196721	0.22131147540983606	41.894061717668805	159.06753988479235	0.11446464950182733	0.4346107647125474
EPS1	P40557	1	701.0	88.65621968616261	93.38	12.69963188623549	35.12	98.62	0.6576319543509273	0.25106990014265335	0.05706134094151213	0.034236804564907276	34.95502421405404	153.47906935149172	0.04986451385742374	0.21894303759128633
EPT1	P22140	1	391.0	92.79358056265983	95.12	7.748445795352102	50.94	98.56	0.8337595907928389	0.1329923273657289	0.03324808184143223	0.0	21.861329007994332	75.29645631103764	0.05591132738617476	0.19257405706147734
ERC1	P38767	1	581.0	71.65955249569707	87.75	27.90681419089449	17.95	98.0	0.4199655765920826	0.23580034423407917	0.06540447504302926	0.27882960413080893	29.81208455109636	104.63049224294035	0.05131167736849632	0.18008690575376995
ERD1	P16151	1	362.0	86.17900552486189	90.625	13.61346877765511	31.89	98.38	0.5303867403314917	0.35359116022099446	0.07734806629834254	0.03867403314917127	22.30911449827303	80.30191428602434	0.06162738811677632	0.22182849250282968
ERD2	P18414	1	219.0	87.52191780821917	90.94	11.26685578342006	39.84	98.5	0.547945205479452	0.3561643835616438	0.0776255707762557	0.0182648401826484	17.59292699932261	55.129795945568304	0.08033299999690689	0.2517342280619557
ERF2	Q06551	1	359.0	82.12454038997214	90.19	18.848550796509304	25.33	98.31	0.5069637883008357	0.2841225626740947	0.12256267409470752	0.08635097493036212	26.645838847371767	113.70030888700347	0.07422239233251189	0.31671395233148597
ERG1	P32476	1	496.0	94.60689516129031	96.09	5.906737647311766	38.47	98.94	0.9032258064516129	0.08669354838709678	0.004032258064516129	0.006048387096774193	23.172820484808764	82.26364970021693	0.046719396138727345	0.16585413246011477
ERG11	P10614	1	530.0	97.15145283018867	98.38	4.9481947882909125	41.03	98.94	0.9716981132075472	0.018867924528301886	0.005660377358490566	0.0037735849056603774	26.767832760217864	115.45006305758346	0.05050534483059974	0.21783030765581785
ERG2	P32352	1	222.0	96.6040990990991	97.62	3.2980178116066723	68.0	98.88	0.9504504504504504	0.04504504504504504	0.0045045045045045045	0.0	17.76379226371915	68.73626243839564	0.08001708226900518	0.30962280377655693
ERG24	P32462	1	438.0	94.3124200913242	95.75	4.732044465988194	47.69	98.56	0.865296803652968	0.13013698630136986	0.00228310502283105	0.00228310502283105	22.615158763053593	68.53574741695023	0.051632782564049295	0.15647430917111924
ERG25	P53045	1	309.0	95.82265372168287	97.12	4.096433615023192	59.06	98.81	0.9514563106796117	0.045307443365695796	0.003236245954692557	0.0	22.80853074164989	87.77049409112381	0.07381401534514527	0.28404690644376634
ERG28	P40030	1	148.0	95.6241891891892	96.56	2.9882798119449463	76.94	98.5	0.9662162162162162	0.033783783783783786	0.0	0.0	16.988355287342376	51.987401473818636	0.11478618437393498	0.35126622617445025
ERG29	P40207	1	237.0	90.11641350210971	91.31	6.333486602012887	58.81	97.25	0.5864978902953587	0.38396624472573837	0.029535864978902954	0.0	28.89031236281366	103.03732795448454	0.12190005216377071	0.4347566580357997
ERG3	P32353	1	365.0	93.0800821917808	95.31	8.002010072395807	38.88	98.81	0.8082191780821918	0.16164383561643836	0.021917808219178082	0.00821917808219178	24.675662675220693	81.96990065261761	0.06760455527457725	0.22457507028114415
ERG4	P25340	1	473.0	92.00858350951374	96.0	13.230093183603495	27.86	98.81	0.8245243128964059	0.12473572938689217	0.006342494714587738	0.04439746300211417	24.351049628584484	103.56501100275132	0.051482134521320264	0.21895351163372373
ERG5	P54781	1	538.0	89.89120817843866	96.09	15.735470356831211	27.7	98.94	0.7788104089219331	0.12639405204460966	0.03903345724907063	0.055762081784386616	29.58638303477683	115.96606261316282	0.05499327701631381	0.21555030225494948
ERG9	P29704	1	444.0	93.39880630630631	95.5	6.431735868161725	49.97	98.81	0.8130630630630631	0.16891891891891891	0.015765765765765764	0.0022522522522522522	23.601312887890682	81.95115711202618	0.0531561101078619	0.18457467818023915
ERI1	P62651	1	68.0	77.97955882352939	80.75	7.242485443105745	50.53	86.56	0.0	0.8529411764705882	0.14705882352941177	0.0	16.412046871144646	55.92441749361365	0.2413536304580095	0.8224179043178479
ERJ5	P43613	1	295.0	78.14610169491525	86.44	20.8085541583059	19.88	95.5	0.37966101694915255	0.41694915254237286	0.08135593220338982	0.12203389830508475	41.61088684284187	121.81301461256099	0.1410538537045487	0.4129254732629186
ERP1	Q05359	1	219.0	85.85401826484018	89.19	11.600580812086463	41.09	98.31	0.4429223744292237	0.4429223744292237	0.1050228310502283	0.0091324200913242	38.88711764032546	141.1871496879231	0.17756674721609797	0.6446901812233932
ERP2	P39704	1	215.0	83.54511627906976	90.0	14.824258179344914	40.84	98.25	0.49767441860465117	0.3209302325581395	0.13488372093023257	0.046511627906976744	32.68792038871835	130.354116290971	0.15203683901729464	0.6062982153068419
ERP3	Q12403	1	225.0	83.74773333333334	88.94	11.884452503446116	47.25	95.94	0.4222222222222222	0.4	0.17333333333333334	0.0044444444444444444	31.469506353360668	122.84883907469376	0.13986447268160296	0.5459948403319722
ERP4	Q12450	1	207.0	86.4848309178744	92.06	13.045449753493672	48.06	98.31	0.5990338164251208	0.2463768115942029	0.14492753623188406	0.00966183574879227	31.48309634716157	117.11770838348913	0.1520922528848385	0.5657860308381117
ERP5	P38819	1	212.0	88.0254716981132	92.47	11.578516469972543	50.22	98.38	0.660377358490566	0.2358490566037736	0.10377358490566038	0.0	30.053785659659397	110.17004582916356	0.14176313990405376	0.5196700274960545
ERP6	P53198	1	216.0	85.84916666666666	89.94	11.406675565374151	51.62	98.38	0.49537037037037035	0.37962962962962965	0.125	0.0	29.6454949106227	105.51150569961553	0.13724766162325322	0.4884791930537756
ERS1	P17261	1	260.0	89.94015384615386	93.75	11.234176665913115	47.12	98.75	0.7423076923076923	0.16538461538461538	0.08846153846153847	0.0038461538461538464	20.62218072780929	75.22620531437167	0.07931607972234342	0.2893315589014295
ERV14	P53173	1	138.0	93.81601449275362	95.69	6.680232958258384	53.28	98.0	0.8985507246376812	0.07246376811594203	0.028985507246376812	0.0	17.200856358787355	64.07934714867186	0.12464388665787939	0.4643430952802309
ERV15	P38312	1	142.0	93.78507042253521	96.09	7.063305967620527	48.5	98.25	0.8802816901408451	0.09154929577464789	0.02112676056338028	0.007042253521126761	17.808119605540643	65.4221583333965	0.1254092929967651	0.46071942488307394
ERV2	Q12284	1	196.0	85.36734693877551	94.75	16.21651209076223	42.59	98.75	0.6122448979591837	0.16326530612244897	0.19387755102040816	0.030612244897959183	27.697992341002827	91.95930112827088	0.14131628745409605	0.4691801077973004
ERV25	P54837	1	211.0	90.8124644549763	93.19	7.062254489624733	57.75	98.0	0.7156398104265402	0.2559241706161137	0.02843601895734597	0.0	32.30246598357086	107.7230578752757	0.1530922558463074	0.5105358193141029
ERV29	P53337	1	310.0	74.43574193548388	78.28	15.786160433231549	35.75	95.81	0.14516129032258066	0.5419354838709678	0.1870967741935484	0.12580645161290321	30.585813764739733	122.1109526987649	0.09866391537012817	0.3939062990282739
ERV41	Q04651	1	352.0	80.99022727272728	87.06	13.871159745155406	44.44	96.19	0.36079545454545453	0.41761363636363635	0.1903409090909091	0.03125	34.90375492604235	126.01514814100722	0.09915839467625669	0.35799757994604325
ERV46	P39727	1	415.0	85.13313253012048	91.0	14.614381935062514	33.84	98.0	0.5518072289156627	0.3228915662650602	0.06506024096385542	0.060240963855421686	37.6651712719658	142.62819522801234	0.09075944884811035	0.3436823981397888
ESBP6	P53918	1	673.0	75.47041604754828	88.44	26.12283541822228	20.67	98.38	0.4398216939078752	0.27934621099554235	0.05349182763744428	0.22734026745913818	35.68088509692074	134.061341489633	0.053017659876553845	0.19919961588355573
FAR10	Q06001	1	478.0	68.30797071129707	74.595	22.990215634474684	28.3	97.12	0.24476987447698745	0.27615062761506276	0.1694560669456067	0.30962343096234307	53.99347065747275	206.6933535191686	0.11295705158467102	0.432412873471064
FAT1	P38225	1	669.0	90.73545590433483	93.88	8.729303071638421	48.19	98.88	0.6935724962630793	0.2615844544095665	0.043348281016442454	0.0014947683109118087	26.41352452138455	87.95560050957529	0.03948209943405762	0.13147324440893168
FCY2	P17064	1	533.0	85.91956848030019	94.0	19.641583993278402	27.02	98.56	0.7148217636022514	0.14634146341463414	0.03377110694183865	0.1050656660412758	26.85256381992731	100.34599989037928	0.05038004469029514	0.18826641630465155
FCY21	P40039	1	528.0	85.53265151515153	93.0	18.29466353346791	29.66	98.31	0.678030303030303	0.18181818181818182	0.041666666666666664	0.09848484848484848	24.644855486236516	85.92970807002663	0.04667586266332673	0.1627456592235353
FCY22	Q12119	1	530.0	85.72669811320755	93.88	19.537786887363527	24.8	98.5	0.6981132075471698	0.16037735849056603	0.03962264150943396	0.1018867924528302	24.2549499336071	84.37496205036184	0.04576405647850396	0.1591980416044563
FEN2	P25621	1	512.0	80.84341796875	88.78	19.47795274663901	26.09	96.81	0.4453125	0.384765625	0.03515625	0.134765625	29.53368896485392	117.20052761826629	0.05768298625948031	0.22890728050442635
FET3	P38993	1	636.0	92.74899371069182	98.44	14.165938495305936	34.91	98.94	0.860062893081761	0.026729559748427674	0.0880503144654088	0.025157232704402517	33.32116385533715	153.909486897332	0.052391767068140166	0.24199604858071067
FET4	P40988	1	552.0	79.72690217391305	85.5	15.911027360657434	24.41	96.5	0.26268115942028986	0.5489130434782609	0.11594202898550725	0.07246376811594203	27.96635170398655	110.8667861264139	0.050663680623164044	0.20084562704060488
FET5	P43561	1	622.0	93.03270096463022	96.81	10.683496758748007	38.59	98.88	0.8456591639871383	0.10932475884244373	0.01929260450160772	0.02572347266881029	31.681761165358008	170.75283689883457	0.05093530733980387	0.274522245818062
FEX1	Q08913	1	375.0	89.70439999999998	96.38	16.529857740061367	32.59	98.88	0.7893333333333333	0.09866666666666667	0.029333333333333333	0.08266666666666667	24.04781053031326	92.62988149619969	0.06412749474750203	0.24701301732319916
FEX2	Q08991	1	375.0	90.1416	95.75	14.017151478575572	40.41	98.94	0.7466666666666667	0.144	0.064	0.04533333333333334	24.0956888559035	93.99712042397894	0.06425517028240933	0.2506589877972772
FHN1	P53279	1	174.0	83.64660919540229	89.69	15.834484029467323	43.16	97.88	0.4885057471264368	0.3275862068965517	0.10344827586206896	0.08045977011494253	21.846063465641603	92.26232188710621	0.1255520888829977	0.5302432292362426
FIG1	P38224	1	298.0	80.68191275167786	85.69	15.179067846998944	39.03	96.19	0.3691275167785235	0.43288590604026844	0.10738255033557047	0.09060402684563758	32.402844910106104	139.55261838819075	0.10873437889297351	0.4682973771415797
FIS1	P40515	1	155.0	89.3465806451613	95.25	12.784000456150304	39.53	98.56	0.6838709677419355	0.2129032258064516	0.07741935483870968	0.025806451612903226	22.100783055140017	83.0030453296745	0.1425856971299356	0.5355035182559645
FKS1	P38631	1	1876.0	80.24222281449893	87.25	18.697346613327923	18.61	98.0	0.3763326226012793	0.42857142857142855	0.11194029850746269	0.08315565031982942	39.851758475284385	140.68809733946935	0.021242941617955428	0.0749936552982246
FKS3	Q04952	1	1785.0	82.86395518207281	86.81	11.977625094314487	29.19	96.31	0.3070028011204482	0.5563025210084034	0.11372549019607843	0.02296918767507003	39.76722123312723	152.04357017973499	0.02227855531267632	0.08517847068892716
FLC1	Q08967	1	793.0	73.69795712484238	85.06	22.608001258873784	25.78	97.25	0.2849936948297604	0.4047919293820933	0.09079445145018916	0.21941992433795712	35.631554874732196	131.60543575779838	0.044932603877341985	0.16595893538183906
FLC2	P39719	1	783.0	72.73464878671774	82.38	22.39546595574054	25.86	97.06	0.2656449553001277	0.4099616858237548	0.10344827586206896	0.22094508301404853	37.16142463457242	132.05350681447274	0.04746031243240411	0.16865071112959482
FLC3	P53121	1	802.0	72.97804239401496	84.62	22.752168251242917	26.92	96.75	0.27805486284289277	0.39650872817955113	0.08478802992518704	0.24064837905236908	38.86239862459767	135.5277425474209	0.04845685614039609	0.16898721015887894
FLR1	P38124	1	548.0	84.60184306569344	91.97	18.75479963087715	21.53	97.75	0.5821167883211679	0.3010948905109489	0.020072992700729927	0.09671532846715329	26.67056438152616	95.48400496941883	0.048668913104974745	0.1742408849806913
FLX1	P40464	1	311.0	87.00180064308682	90.31	10.400214843137038	40.12	96.56	0.5144694533762058	0.4212218649517685	0.03536977491961415	0.028938906752411574	21.786791002228654	69.62593052160955	0.07005399036086384	0.2238775901016384
FMP10	P40098	1	244.0	80.97795081967212	87.655	14.530089409906479	37.47	97.44	0.38114754098360654	0.3524590163934426	0.22950819672131148	0.036885245901639344	33.58417658083998	145.1847836551751	0.1376400679542622	0.5950196051441602
FMP25	Q08023	1	583.0	82.33279588336192	88.44	15.630327852825411	33.75	98.19	0.43739279588336194	0.4013722126929674	0.09948542024013722	0.06174957118353345	32.369138149147446	132.24958029801078	0.05552167778584467	0.22684319090567887
FMP30	Q02883	1	468.0	85.6392094017094	94.94	20.21487968551237	25.31	98.94	0.6709401709401709	0.1623931623931624	0.06196581196581197	0.1047008547008547	28.73282808845951	115.77641299072968	0.06139493181294767	0.2473854978434395
FMP32	P43557	1	207.0	85.1119806763285	94.31	17.79309214164248	34.09	98.19	0.5990338164251208	0.2463768115942029	0.043478260869565216	0.1111111111111111	69.17912938446428	226.99857630170283	0.3341986926785714	1.0966114797183713
FMP33	P46998	1	180.0	63.97677777777778	63.66	18.431323388175528	31.41	90.44	0.011111111111111112	0.4222222222222222	0.2388888888888889	0.3277777777777778	24.60102225440622	75.82755701590287	0.13667234585781235	0.4212642056439048
FMP42	Q04991	1	504.0	86.43363095238095	91.03	12.710440438536411	32.53	98.44	0.5555555555555556	0.3472222222222222	0.06547619047619048	0.031746031746031744	24.749030406029174	92.64506339249814	0.04910521905958169	0.1838195702232106
FMP45	Q07651	1	309.0	77.88171521035599	89.25	21.14460260653178	35.75	98.25	0.459546925566343	0.2297734627831715	0.0970873786407767	0.21359223300970873	40.89313373664782	137.79795553635765	0.13234023862992822	0.4459480761694422
FPS1	P23900	1	669.0	62.72058295964124	55.03	26.345270797282218	25.11	98.25	0.3064275037369208	0.1375186846038864	0.08071748878923767	0.47533632286995514	45.00460922712082	164.56277157060765	0.06727146371766939	0.245983216099563
FRE1	P32791	1	686.0	85.90198250728862	89.81	13.094838327442284	31.0	98.62	0.4912536443148688	0.38338192419825073	0.09037900874635568	0.03498542274052478	33.85900009058232	117.61477086658802	0.04935714298918706	0.17145010330406416
FRE2	P36033	1	711.0	88.73531645569619	94.25	15.45417867121917	25.55	98.69	0.7609001406469761	0.14345991561181434	0.04219409282700422	0.053445850914205346	34.771696836314575	130.47008792439746	0.048905340135463535	0.18350223336764762
FRE3	Q08905	1	711.0	87.91890295358651	93.44	15.509276682450546	25.66	98.69	0.7313642756680732	0.1617440225035162	0.053445850914205346	0.053445850914205346	35.054198627951834	137.9312307238647	0.049302670362801455	0.1939961050968561
FRE4	P53746	1	719.0	86.71435326842838	93.19	17.592796377694576	18.27	98.62	0.694019471488178	0.18497913769123783	0.05006954102920723	0.07093184979137691	35.581280847178505	136.36367615314572	0.04948717781248749	0.18965740772342937
FRE5	Q08908	1	694.0	87.9965273775216	92.69	14.250410314684222	27.66	98.62	0.6829971181556196	0.2334293948126801	0.03025936599423631	0.053314121037463975	35.08239602097525	129.31128850181642	0.050551002912068085	0.186327505045845
FRE6	Q12473	1	712.0	87.12589887640449	91.5	12.535348739155443	28.5	98.38	0.5969101123595506	0.31179775280898875	0.06460674157303371	0.026685393258426966	33.967650802515415	117.17239208533724	0.04770737472263401	0.1645679664119905
FRE7	Q12333	1	620.0	84.30648387096775	91.53	18.26335529603185	27.11	98.56	0.5887096774193549	0.2629032258064516	0.05	0.09838709677419355	31.40911945650742	122.03821411754599	0.050659870091141	0.19683582922184836
FRE8	Q12209	1	686.0	74.79848396501457	86.81	24.141758585781908	24.42	98.31	0.3979591836734694	0.30174927113702626	0.06559766763848396	0.23469387755102042	33.41503998942161	132.39407099640073	0.04870997083006065	0.19299427258950544
FRT1	Q99332	1	602.0	52.928853820598	41.17	21.610914474722744	29.05	94.12	0.09634551495016612	0.16777408637873753	0.09136212624584718	0.6445182724252492	61.80586144951578	253.8773927154602	0.10266754393607272	0.42172324371338904
FRT2	P39734	1	528.0	58.646799242424244	48.28	22.210469228578575	27.88	95.44	0.16666666666666666	0.1856060606060606	0.12878787878787878	0.5189393939393939	58.587584168339454	244.2106692059133	0.11096133365215806	0.4625202068293812
FSF1	Q12029	1	327.0	81.67189602446483	83.94	7.9179646753954325	51.38	92.06	0.06422018348623854	0.8409785932721713	0.09480122324159021	0.0	22.615721724956778	73.19189816502917	0.06916122851668739	0.2238284347554409
FTH1	P38310	1	465.0	68.00341935483871	73.0	18.52924929066891	29.03	95.69	0.07311827956989247	0.5010752688172043	0.1935483870967742	0.23225806451612904	34.205288202958144	128.21609822093325	0.07355975957625407	0.2757335445611468
FTR1	P40088	1	404.0	70.84784653465346	74.53	16.527320392988333	30.19	95.06	0.08168316831683169	0.5074257425742574	0.2871287128712871	0.12376237623762376	30.435690960418924	128.64785566032572	0.07533586871390822	0.31843528628793494
FUI1	P38196	1	639.0	80.8166510172144	90.5	22.077784741265457	24.02	98.44	0.5320813771517997	0.27543035993740217	0.050078247261345854	0.14241001564945227	30.979333881472954	109.53231152039108	0.048480960690880995	0.17141206810702828
FUN14	P18411	1	198.0	60.38727272727273	55.2	16.94441750197319	33.59	94.0	0.09595959595959595	0.1919191919191919	0.41414141414141414	0.29797979797979796	29.883455552377868	102.21388235949166	0.15092654319382762	0.5162317290883417
FUN26	P31381	1	517.0	80.20425531914893	91.75	23.535605728724814	21.33	98.31	0.5783365570599613	0.19148936170212766	0.06963249516441006	0.16054158607350097	34.927192541905725	130.32955457224583	0.06755743238279638	0.2520881132925451
FUR4	P05316	1	633.0	82.23364928909952	89.56	19.024128350873088	25.5	98.25	0.4676145339652449	0.36808846761453395	0.05687203791469194	0.10742496050552923	28.55212615370268	112.83015801194288	0.04510604447662351	0.17824669512155275
FUS1	P11710	1	512.0	56.503515625	50.55	18.37381704694906	29.33	97.25	0.12109375	0.09375	0.2890625	0.49609375	44.60861076943057	157.47797377728733	0.08712619290904408	0.3075741675337643
FYV12	Q08559	1	129.0	58.70294573643411	55.5	14.8499415812335	33.12	91.75	0.06976744186046512	0.12403100775193798	0.4883720930232558	0.3178294573643411	29.442341398950266	95.14250884331358	0.22823520464302532	0.7375388282427409
FYV5	P25585	1	152.0	41.07506578947368	40.86	5.303929650034383	28.12	51.81	0.0	0.0	0.05921052631578947	0.9407894736842105	17.73865899892912	55.98723755464276	0.11670170394032317	0.3683370891752813
FZO1	P38297	1	855.0	72.25964912280702	80.56	19.638853556144568	26.47	95.19	0.16023391812865498	0.4853801169590643	0.16257309941520467	0.19181286549707602	66.50839726754535	230.62685756216683	0.07778759914332789	0.26973901469259276
GAA1	P39012	1	614.0	89.84351791530945	94.94	15.038825074161961	20.34	98.62	0.7947882736156352	0.13192182410423453	0.019543973941368076	0.05374592833876222	30.038086127156667	106.40672806265589	0.048921964376476654	0.17330086003689885
GAB1	P41733	1	394.0	94.97832487309644	96.44	5.655060151384534	41.78	98.81	0.9187817258883249	0.07106598984771574	0.007614213197969543	0.0025380710659898475	20.862969171722263	67.21307067825424	0.05295169840538645	0.1705915499448077
GAL2	P13181	1	574.0	83.54655052264809	90.44	18.771141241325815	23.09	98.06	0.5331010452961672	0.3362369337979094	0.027874564459930314	0.10278745644599303	26.621190941268715	110.64770829077302	0.04637838143078173	0.1927660423184199
GAP1	P19145	1	602.0	84.80230897009967	90.56	17.47263247288297	23.59	98.19	0.521594684385382	0.3787375415282392	0.011627906976744186	0.08803986710963455	26.234526034365544	108.74128627618859	0.04357894690093944	0.18063336590729
GDA1	P32621	1	518.0	85.70121621621621	94.41	19.073498551037158	27.34	98.81	0.6737451737451737	0.17374517374517376	0.05791505791505792	0.0945945945945946	27.74923947511882	119.8835943196566	0.05356996037667726	0.23143551026960732
GDT1	P38301	1	280.0	77.94485714285713	86.62	18.79751560277939	30.28	96.0	0.3464285714285714	0.4142857142857143	0.08571428571428572	0.15357142857142858	21.146471695861038	68.31153804446215	0.07552311319950371	0.24396977873022196
GEF1	P37020	1	779.0	81.63044929396662	87.5	16.538218395755592	23.39	97.75	0.39537869062901154	0.4274711168164313	0.10012836970474968	0.07702182284980745	30.315717442437894	103.69586178821217	0.03891619697360448	0.13311407161516325
GEM1	P39722	1	662.0	86.64453172205438	91.44	14.01915978562607	23.17	97.75	0.5861027190332326	0.32628398791540786	0.03927492447129909	0.04833836858006042	37.70294203806654	134.42769591494155	0.05695308464964734	0.20306298476577272
GEP7	P53171	1	287.0	60.00278745644599	56.66	19.65523288303989	25.25	88.44	0.0	0.37630662020905925	0.2578397212543554	0.36585365853658536	34.100639001560936	122.20206343593384	0.118817557496728	0.4257911617976789
GET1	P53192	1	235.0	79.04502127659573	84.88	14.187590723285691	41.22	96.81	0.2127659574468085	0.5063829787234042	0.23829787234042554	0.0425531914893617	33.066143665296856	104.93747007623159	0.14070699432041214	0.44654242585630466
GET2	P40056	1	285.0	63.72375438596492	66.62	17.906395964316822	28.59	90.0	0.0	0.4666666666666667	0.26666666666666666	0.26666666666666666	32.90686435733541	95.16692429620703	0.11546268195556283	0.3339190326182703
GEX1	P25596	1	615.0	83.02073170731707	88.0	15.040019718176602	25.66	97.06	0.41300813008130083	0.44715447154471544	0.07479674796747968	0.06504065040650407	25.811568724560324	90.8976787437391	0.04197003044643955	0.14780110364835627
GEX2	P36173	1	615.0	83.6130081300813	88.31	13.617599142224297	37.62	97.0	0.4195121951219512	0.44227642276422763	0.08943089430894309	0.04878048780487805	26.853329526137312	113.72151246795833	0.04366395044900376	0.18491302840318427
GGC1	P38988	1	300.0	90.14160000000001	92.19	8.61809569684626	33.31	97.81	0.6866666666666666	0.2833333333333333	0.013333333333333334	0.016666666666666666	20.676678849995334	66.87111128132986	0.06892226283331777	0.22290370427109954
GIT1	P25346	1	518.0	81.01281853281853	89.75	18.773522947772605	26.36	97.56	0.4864864864864865	0.31467181467181465	0.09845559845559845	0.10038610038610038	24.895879874541748	87.19706520290691	0.048061544159347006	0.1683341027083145
GMH1	P36125	1	273.0	80.26703296703297	89.62	19.927471944106767	30.14	97.25	0.46886446886446886	0.30036630036630035	0.0989010989010989	0.13186813186813187	24.74060840694393	94.74848417784845	0.09062493921957483	0.3470640446075035
GNP1	P48813	1	663.0	79.35104072398191	88.81	21.817052008549215	23.17	98.44	0.45852187028657615	0.334841628959276	0.05429864253393665	0.15233785822021115	32.423017734278815	119.39846141806015	0.048903495828474836	0.18008817710114652
GNT1	Q12096	1	491.0	90.99613034623219	93.81	10.96904530409158	31.56	98.88	0.7556008146639511	0.19959266802443992	0.016293279022403257	0.028513238289205704	25.176405655944464	88.88977384378926	0.05127577526668933	0.18103823593439766
GOS1	P38736	1	223.0	85.04165919282512	89.38	11.562775413973283	37.47	96.88	0.4663677130044843	0.4484304932735426	0.06726457399103139	0.017937219730941704	30.7704903557126	99.49150925581539	0.13798426168480987	0.44615026572114524
GOT1	Q03554	1	138.0	90.47666666666667	93.56	9.818053124207388	48.22	98.44	0.6231884057971014	0.32608695652173914	0.028985507246376812	0.021739130434782608	16.20950261031692	50.31372771918217	0.11746016384287623	0.36459222984914613
GPC1	P48236	1	432.0	75.56949074074075	83.345	20.772233341203247	29.77	98.12	0.34953703703703703	0.3472222222222222	0.10648148148148148	0.19675925925925927	33.92700916405772	128.0138050602356	0.0785347434353188	0.29632825245424904
GPI1	P53306	1	609.0	82.68755336617406	87.56	14.547327318419043	36.19	97.88	0.39901477832512317	0.4302134646962233	0.1116584564860427	0.059113300492610835	34.908711456370824	116.20782193122803	0.057321365281397085	0.1908174415947915
GPI10	P30777	1	616.0	91.50482142857143	95.31	10.60948393272555	37.38	98.75	0.7840909090909091	0.16071428571428573	0.04220779220779221	0.012987012987012988	28.62111246779798	100.70537571549991	0.04646284491525646	0.16348275278490246
GPI11	Q06636	1	219.0	86.34511415525114	92.81	15.37389985255746	43.44	98.56	0.6255707762557078	0.2100456621004566	0.1278538812785388	0.0365296803652968	21.753256507079314	95.25163085742943	0.09932993838849002	0.4349389536868924
GPI12	P23797	1	304.0	89.84493421052632	95.97	15.003956100971578	31.94	98.88	0.7894736842105263	0.09868421052631579	0.05592105263157895	0.05592105263157895	21.122248538075254	81.71779709463539	0.06948108071735282	0.2688085430744585
GPI13	Q07830	1	1017.0	86.99398230088497	91.88	14.031332418947754	29.91	98.75	0.5880039331366765	0.3058013765978368	0.061946902654867256	0.04424778761061947	33.50762251786486	125.60764577843182	0.03294751476682877	0.12350800961497721
GPI14	P47088	1	403.0	93.51406947890818	96.94	10.050707729861772	32.62	98.88	0.858560794044665	0.10173697270471464	0.022332506203473945	0.017369727047146403	21.620303753483313	75.83936049967721	0.05364839641062857	0.18818699875850425
GPI15	P53961	1	229.0	80.31947598253275	85.75	13.97280276797231	35.56	95.62	0.2838427947598253	0.4847161572052402	0.1965065502183406	0.034934497816593885	23.460722853784894	78.8890770956284	0.10244857141390784	0.34449378644379214
GPI16	P38875	1	610.0	88.02206557377049	93.5	14.100969284052725	32.16	98.12	0.6754098360655738	0.22950819672131148	0.04262295081967213	0.05245901639344262	34.9202816155943	133.67160375711813	0.05724636330425295	0.21913377665101333
GPI17	Q04080	1	534.0	83.4529213483146	88.12	13.54550361724326	37.03	98.38	0.4101123595505618	0.4288389513108614	0.1198501872659176	0.04119850187265917	41.96760200229644	178.2677738712188	0.07859101498557386	0.3338347825303723
GPI18	P38211	1	433.0	92.05191685912239	94.38	7.672143563361477	52.31	98.69	0.792147806004619	0.16628175519630484	0.04157043879907621	0.0	22.300234108092294	69.43861342941692	0.05150169539975125	0.16036631277001598
GPI19	Q04082	1	140.0	80.84321428571428	81.75	11.085293234594147	48.91	97.94	0.22857142857142856	0.6285714285714286	0.12857142857142856	0.014285714285714285	31.2281767592578	97.60612446972782	0.22305840542327	0.6971866033551987
GPI2	P46961	1	280.0	85.70849999999999	90.935	11.74622194123954	53.72	97.56	0.5357142857142857	0.31785714285714284	0.14642857142857144	0.0	26.60510619345203	89.86798470534431	0.09501823640518582	0.32095708823337255
GPI8	P49018	1	411.0	80.04498783454989	96.19	24.76001322058513	24.45	98.94	0.6253041362530414	0.06569343065693431	0.10948905109489052	0.19951338199513383	32.71675034938095	154.54089607932264	0.07960279890360329	0.37601191260175826
GPR1	Q12361	1	961.0	60.17789802289282	64.44	28.846215202029473	17.58	97.81	0.20395421436004163	0.2851196670135276	0.07804370447450572	0.4328824141519251	48.818320010355656	192.15925487470022	0.05079950053106728	0.19995760132643103
GPT2	P36148	1	743.0	79.75448183041723	90.31	22.168788864028024	16.95	97.94	0.5154777927321669	0.26783310901749663	0.07806191117092867	0.1386271870794078	30.960713597349653	110.79830950876462	0.04166987025215296	0.14912289301314216
GSC2	P40989	1	1895.0	79.57433773087071	87.0	19.384944773596434	18.27	97.88	0.36675461741424803	0.42849604221635884	0.11345646437994723	0.09129287598944591	39.930524776180434	141.0030412473433	0.02107151703228519	0.0744079373336904
GSF2	Q04697	1	403.0	86.10975186104217	91.69	14.319351408228059	27.91	97.81	0.5880893300248139	0.315136476426799	0.04466501240694789	0.052109181141439205	29.25992702344472	94.4762118313388	0.07260527797380824	0.23443228742267694
